"value_id","Species_SensoryData","common_name","class","source_excel_row","trait","value","value_num","unit","method","substrate","reference","comment","value_origin","qc_status","qc_note"
"SensoryData_r086_best_sensitivity","Meriones unguiculatus","Mongolian gerbil","Mammalia",86,"best_sensitivity","3",3,"dB","","","Heffner and Heffner 1992","","published","ok",""
"SensoryData_r086_best_frequency","Meriones unguiculatus","Mongolian gerbil","Mammalia",86,"best_frequency","2.9",2.9,"kHz","","","Heffner and Heffner 1992","","published","ok",""
"SensoryData_r086_sound_localization_threshold","Meriones unguiculatus","Mongolian gerbil","Mammalia",86,"sound_localization_threshold","27",27,"deg","","","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r086_field_of_best_vision_width","Meriones unguiculatus","Mongolian gerbil","Mammalia",86,"field_of_best_vision_width","200",200,"deg","","","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r086_binocular_field","Meriones unguiculatus","Mongolian gerbil","Mammalia",86,"binocular_field","48",48,"deg","","","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r086_binaural_phase_cue","Meriones unguiculatus","Mongolian gerbil","Mammalia",86,"binaural_phase_cue","Y",,"Y/N","","","Heffner and Heffner 2003","","published","ok",""
"SensoryData_r086_binaural_intensity_difference_cue","Meriones unguiculatus","Mongolian gerbil","Mammalia",86,"binaural_intensity_difference_cue","Y",,"Y/N","","","Heffner and Heffner 2003","","published","ok",""
"SensoryData_r086_trophic_level","Meriones unguiculatus","Mongolian gerbil","Mammalia",86,"trophic_level","4",4,"ordinal 1-5","","","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r087_visual_acuity_max","Mesocricetus auratus","Golden hamster","Mammalia",87,"visual_acuity_max","0.5",0.5,"c/deg","B","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree; value belongs upstream to: Eptesicus fuscus|Mus musculus"
"SensoryData_r087_audible_freq_low_60dBSPL","Mesocricetus auratus","Golden hamster","Mammalia",87,"audible_freq_low_60dBSPL","0.096",0.096,"kHz","","","Heffner et al 2001","","published","ok",""
"SensoryData_r087_audible_freq_high_60dBSPL","Mesocricetus auratus","Golden hamster","Mammalia",87,"audible_freq_high_60dBSPL","46.5",46.5,"kHz","","","Heffner et al 2001","","published","ok",""
"SensoryData_r087_interaural_distance_functional","Mesocricetus auratus","Golden hamster","Mammalia",87,"interaural_distance_functional","114",114,"us","","","Heffner et al 2001","","published","ok",""
"SensoryData_r087_sound_localization_threshold","Mesocricetus auratus","Golden hamster","Mammalia",87,"sound_localization_threshold","18.8",18.8,"deg","","","Heffner and Heffner 2003","","published","ok",""
"SensoryData_r087_field_of_best_vision_width","Mesocricetus auratus","Golden hamster","Mammalia",87,"field_of_best_vision_width","97.9762163264981",97.9762163264981,"deg","","","Heffner 2018","extracted from fig 3","digitised_from_figure","ok",""
"SensoryData_r088_visual_acuity_max","Microcebus murinus","Gray mouse lemur","Mammalia",88,"visual_acuity_max","4.2",4.2,"c/deg","A","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree; value belongs upstream to: Balaenoptera acutorostrata|Enhydra lutris|Eumetopias jubatus"
"SensoryData_r089_audible_freq_low_60dBSPL","Mirounga angustirostris","Northern elephant seal","Mammalia",89,"audible_freq_low_60dBSPL","0.66",0.66,"kHz","","air","Kastak and Schusterman 1999","","published","ok",""
"SensoryData_r089_audible_freq_high_60dBSPL","Mirounga angustirostris","Northern elephant seal","Mammalia",89,"audible_freq_high_60dBSPL","23",23,"kHz","","air","Kastak and Schusterman 1999","","published","ok",""
"SensoryData_r089_best_sensitivity","Mirounga angustirostris","Northern elephant seal","Mammalia",89,"best_sensitivity","44",44,"dB","","air","Kastak and Schusterman 1999","","published","ok",""
"SensoryData_r089_best_frequency","Mirounga angustirostris","Northern elephant seal","Mammalia",89,"best_frequency","6.4",6.4,"kHz","","air","Kastak and Schusterman 1999","","published","ok",""
"SensoryData_r090_visual_acuity_max","Monodelphis domestica","Grey short-tailed opossum","Mammalia",90,"visual_acuity_max","0.58",0.58,"c/deg","B","","Dooley et al 2012","optokinetic drum","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree"
"SensoryData_r090_audible_freq_low_60dBSPL","Monodelphis domestica","Grey short-tailed opossum","Mammalia",90,"audible_freq_low_60dBSPL","3.6",3.6,"kHz","","","Koay et al 1998","","published","ok",""
"SensoryData_r090_audible_freq_high_60dBSPL","Monodelphis domestica","Grey short-tailed opossum","Mammalia",90,"audible_freq_high_60dBSPL","77",77,"kHz","","","Koay et al 1998","","published","ok",""
"SensoryData_r090_interaural_distance_functional","Monodelphis domestica","Grey short-tailed opossum","Mammalia",90,"interaural_distance_functional","114",114,"us","","","Koay et al 1998","","published","ok",""
"SensoryData_r090_best_sensitivity","Monodelphis domestica","Grey short-tailed opossum","Mammalia",90,"best_sensitivity","23",23,"dB","","","Frost & Masterston 1994","","published","ok",""
"SensoryData_r090_best_frequency","Monodelphis domestica","Grey short-tailed opossum","Mammalia",90,"best_frequency","16",16,"kHz","","","Frost & Masterston 1994","","published","ok",""
"SensoryData_r092_visual_acuity_max","Mus musculus","House mouse, wild","Mammalia",92,"visual_acuity_max","0.5",0.5,"c/deg","B","","Veilleaux and Kirk 2014","Not specified whether data is for wild or domestic strain","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree; value belongs upstream to: Eptesicus fuscus|Mesocricetus auratus"
"SensoryData_r092_audible_freq_low_60dBSPL","Mus musculus","House mouse, wild","Mammalia",92,"audible_freq_low_60dBSPL","2.3",2.3,"kHz","","","Koay et al 1998","","published","ok",""
"SensoryData_r092_audible_freq_high_60dBSPL","Mus musculus","House mouse, wild","Mammalia",92,"audible_freq_high_60dBSPL","92",92,"kHz","","","Koay et al 1998","","published","ok",""
"SensoryData_r092_interaural_distance_functional","Mus musculus","House mouse, wild","Mammalia",92,"interaural_distance_functional","40",40,"us","","","Koay et al 1998","","published","ok",""
"SensoryData_r092_best_sensitivity","Mus musculus","House mouse, wild","Mammalia",92,"best_sensitivity","-10",-10,"dB","","","Heffner and Heffner 1992","","published","ok",""
"SensoryData_r092_best_frequency","Mus musculus","House mouse, wild","Mammalia",92,"best_frequency","16",16,"kHz","","","Heffner and Heffner 1992","","published","ok",""
"SensoryData_r092_sound_localization_threshold","Mus musculus","House mouse, wild","Mammalia",92,"sound_localization_threshold","33",33,"deg","","","Heffner and Heffner 2003","","published","ok",""
"SensoryData_r092_binaural_phase_cue","Mus musculus","House mouse, wild","Mammalia",92,"binaural_phase_cue","N",,"Y/N","","","Heffner and Heffner 2003","Not specified whether data is for wild or domestic strain","published","ok",""
"SensoryData_r092_binaural_intensity_difference_cue","Mus musculus","House mouse, wild","Mammalia",92,"binaural_intensity_difference_cue","Y",,"Y/N","","","Heffner and Heffner 2003","Not specified whether data is for wild or domestic strain","published","ok",""
"SensoryData_r093_visual_acuity_max","Mus musculus","House mouse, domestic","Mammalia",93,"visual_acuity_max","0.5",0.5,"c/deg","B","","Veilleaux and Kirk 2014","Not specified whether data is for wild or domestic strain","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree; value belongs upstream to: Eptesicus fuscus|Mesocricetus auratus"
"SensoryData_r093_audible_freq_low_60dBSPL","Mus musculus","House mouse, domestic","Mammalia",93,"audible_freq_low_60dBSPL","0.9",0.9,"kHz","","","Heffner 1998","","published","ok",""
"SensoryData_r093_audible_freq_high_60dBSPL","Mus musculus","House mouse, domestic","Mammalia",93,"audible_freq_high_60dBSPL","79",79,"kHz","","","Heffner 1998","","published","ok",""
"SensoryData_r093_interaural_distance_functional","Mus musculus","House mouse, domestic","Mammalia",93,"interaural_distance_functional","61.8615718553541",61.8615718553541,"us","","","Koay et al 1998","extracted from fig 6","digitised_from_figure","ok",""
"SensoryData_r093_best_sensitivity","Mus musculus","House mouse, domestic","Mammalia",93,"best_sensitivity","5",5,"dB","","","Heffner 1998","","published","ok",""
"SensoryData_r093_best_frequency","Mus musculus","House mouse, domestic","Mammalia",93,"best_frequency","15",15,"kHz","","","Heffner 1998","","published","ok",""
"SensoryData_r093_sound_localization_threshold","Mus musculus","House mouse, domestic","Mammalia",93,"sound_localization_threshold","33",33,"deg","","","Heffner et al 2001","","published","ok",""
"SensoryData_r093_field_of_best_vision_width","Mus musculus","House mouse, domestic","Mammalia",93,"field_of_best_vision_width","113.7826249",113.7826249,"deg","","","Heffner 2018","extracted from fig 3","digitised_from_figure","ok",""
"SensoryData_r093_binaural_phase_cue","Mus musculus","House mouse, domestic","Mammalia",93,"binaural_phase_cue","N",,"Y/N","","","Heffner and Heffner 2003","Not specified whether data is for wild or domestic strain","published","ok",""
"SensoryData_r093_binaural_intensity_difference_cue","Mus musculus","House mouse, domestic","Mammalia",93,"binaural_intensity_difference_cue","Y",,"Y/N","","","Heffner and Heffner 2003","Not specified whether data is for wild or domestic strain","published","ok",""
"SensoryData_r094_visual_acuity_max","Mustela nivalis","Least weasel","Mammalia",94,"visual_acuity_max","2.2",2.2,"c/deg","A","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree; value belongs upstream to: Aonyx cinerea"
"SensoryData_r094_audible_freq_low_60dBSPL","Mustela nivalis","Least weasel","Mammalia",94,"audible_freq_low_60dBSPL","0.051",0.051,"kHz","","","Koay et al 1998","","published","ok",""
"SensoryData_r094_audible_freq_high_60dBSPL","Mustela nivalis","Least weasel","Mammalia",94,"audible_freq_high_60dBSPL","60.5",60.5,"kHz","","","Koay et al 1998","","published","ok",""
"SensoryData_r094_interaural_distance_functional","Mustela nivalis","Least weasel","Mammalia",94,"interaural_distance_functional","76",76,"us","","","Koay et al 1998","","published","ok",""
"SensoryData_r094_best_sensitivity","Mustela nivalis","Least weasel","Mammalia",94,"best_sensitivity","-8",-8,"dB","","","Heffner and Heffner 1985","","published","ok",""
"SensoryData_r094_best_frequency","Mustela nivalis","Least weasel","Mammalia",94,"best_frequency","2",2,"kHz","","","Heffner and Heffner 1985","","published","ok",""
"SensoryData_r094_sound_localization_threshold","Mustela nivalis","Least weasel","Mammalia",94,"sound_localization_threshold","12",12,"deg","","","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r094_field_of_best_vision_width","Mustela nivalis","Least weasel","Mammalia",94,"field_of_best_vision_width","23",23,"deg","","","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r094_binocular_field","Mustela nivalis","Least weasel","Mammalia",94,"binocular_field","69",69,"deg","","","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r094_binaural_phase_cue","Mustela nivalis","Least weasel","Mammalia",94,"binaural_phase_cue","Y",,"Y/N","","","Heffner and Heffner 2003","","published","ok",""
"SensoryData_r094_binaural_intensity_difference_cue","Mustela nivalis","Least weasel","Mammalia",94,"binaural_intensity_difference_cue","Y",,"Y/N","","","Heffner and Heffner 2003","","published","ok",""
"SensoryData_r094_trophic_level","Mustela nivalis","Least weasel","Mammalia",94,"trophic_level","1",1,"ordinal 1-5","","","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r095_visual_acuity_max","Mustela putorius","European polecat/ferret","Mammalia",95,"visual_acuity_max","3.57",3.57,"c/deg","B","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree"
"SensoryData_r095_audible_freq_low_60dBSPL","Mustela putorius","European polecat/ferret","Mammalia",95,"audible_freq_low_60dBSPL","0.036",0.036,"kHz","","","Koay et al 1998","","published","ok",""
"SensoryData_r095_audible_freq_high_60dBSPL","Mustela putorius","European polecat/ferret","Mammalia",95,"audible_freq_high_60dBSPL","42",42,"kHz","","","Koay et al 1998","","published","ok",""
"SensoryData_r095_interaural_distance_functional","Mustela putorius","European polecat/ferret","Mammalia",95,"interaural_distance_functional","180",180,"us","","","Koay et al 1998","","published","ok",""
"SensoryData_r095_best_sensitivity","Mustela putorius","European polecat/ferret","Mammalia",95,"best_sensitivity","-1",-1,"dB","","","Kelly et al 1986","","published","ok",""
"SensoryData_r095_best_frequency","Mustela putorius","European polecat/ferret","Mammalia",95,"best_frequency","12",12,"kHz","","","Kelly et al 1986","","published","ok",""
"SensoryData_r095_sound_localization_threshold","Mustela putorius","European polecat/ferret","Mammalia",95,"sound_localization_threshold","11.8",11.8,"deg","","","Heffner and Heffner 2003","","published","ok",""
"SensoryData_r095_field_of_best_vision_width","Mustela putorius","European polecat/ferret","Mammalia",95,"field_of_best_vision_width","19.3813110669426",19.3813110669426,"deg","","","Heffner 2018","extracted from fig 3","digitised_from_figure","ok",""
"SensoryData_r095_trophic_level","Mustela putorius","European polecat/ferret","Mammalia",95,"trophic_level","1",1,"ordinal 1-5","","","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r096_visual_acuity_max","Myotis daubentonii","Daubenton's bat","Mammalia",96,"visual_acuity_max","0.1",0.1,"c/deg","B","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree; value belongs upstream to: Myotis lucifugus|Myotis mystacinus"
"SensoryData_r097_visual_acuity_max","Myotis lucifugus","Little brown bat","Mammalia",97,"visual_acuity_max","0.1",0.1,"c/deg","B","","Kirk and Kay 2004","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree; value belongs upstream to: Myotis daubentonii|Myotis mystacinus"
"SensoryData_r097_audible_freq_low_60dBSPL","Myotis lucifugus","Little brown bat","Mammalia",97,"audible_freq_low_60dBSPL","10.3",10.3,"kHz","","","Koay et al 1998","","published","ok",""
"SensoryData_r097_audible_freq_high_60dBSPL","Myotis lucifugus","Little brown bat","Mammalia",97,"audible_freq_high_60dBSPL","115",115,"kHz","","","Koay et al 1998","","published","ok",""
"SensoryData_r097_hearing_range","Myotis lucifugus","Little brown bat","Mammalia",97,"hearing_range","3.5",3.5,"octaves","","","Koay et al 1998","","published","ok",""
"SensoryData_r097_interaural_distance_functional","Myotis lucifugus","Little brown bat","Mammalia",97,"interaural_distance_functional","41",41,"us","","","Koay et al 1998","","published","ok",""
"SensoryData_r097_best_sensitivity","Myotis lucifugus","Little brown bat","Mammalia",97,"best_sensitivity","10",10,"dB","","","Dalland 1965","","published","ok",""
"SensoryData_r097_best_frequency","Myotis lucifugus","Little brown bat","Mammalia",97,"best_frequency","40",40,"kHz","","","Dalland 1965","","published","ok",""
"SensoryData_r098_visual_acuity_max","Myotis mystacinus","Whiskered bat","Mammalia",98,"visual_acuity_max","0.1",0.1,"c/deg","B","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree; value belongs upstream to: Myotis daubentonii|Myotis lucifugus"
"SensoryData_r099_visual_acuity_max","Myrmecobius fasciatus","Numbat","Mammalia",99,"visual_acuity_max","5.2",5.2,"c/deg","B","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree"
"SensoryData_r100_visual_acuity_max","Neotoma floridana","Wood rat","Mammalia",100,"visual_acuity_max","2.3",2.3,"c/deg","A","","Heffner and Heffner 1992","ganglion cell density","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree; value belongs upstream to: Onychomys leucogaster"
"SensoryData_r100_audible_freq_low_60dBSPL","Neotoma floridana","Wood rat","Mammalia",100,"audible_freq_low_60dBSPL","0.94",0.94,"kHz","","","Koay et al 1998","","published","ok",""
"SensoryData_r100_audible_freq_high_60dBSPL","Neotoma floridana","Wood rat","Mammalia",100,"audible_freq_high_60dBSPL","56",56,"kHz","","","Koay et al 1998","","published","ok",""
"SensoryData_r100_interaural_distance_functional","Neotoma floridana","Wood rat","Mammalia",100,"interaural_distance_functional","115",115,"us","","","Koay et al 1998","","published","ok",""
"SensoryData_r100_best_sensitivity","Neotoma floridana","Wood rat","Mammalia",100,"best_sensitivity","-3",-3,"dB","","","Heffner and Heffner 1992","","published","ok",""
"SensoryData_r100_best_frequency","Neotoma floridana","Wood rat","Mammalia",100,"best_frequency","8",8,"kHz","","","Heffner and Heffner 1992","","published","ok",""
"SensoryData_r100_sound_localization_threshold","Neotoma floridana","Wood rat","Mammalia",100,"sound_localization_threshold","19",19,"deg","","","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r100_field_of_best_vision_width","Neotoma floridana","Wood rat","Mammalia",100,"field_of_best_vision_width","156.2",156.2,"deg","","","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r100_binocular_field","Neotoma floridana","Wood rat","Mammalia",100,"binocular_field","85",85,"deg","","","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r100_trophic_level","Neotoma floridana","Wood rat","Mammalia",100,"trophic_level","5",5,"ordinal 1-5","","","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r101_audible_freq_low_60dBSPL","Noctilio leporinus","Fish-catching bat","Mammalia",101,"audible_freq_low_60dBSPL","7.5",7.5,"kHz","","","Koay et al 1998","","published","ok",""
"SensoryData_r101_audible_freq_high_60dBSPL","Noctilio leporinus","Fish-catching bat","Mammalia",101,"audible_freq_high_60dBSPL","111",111,"kHz","","","Koay et al 1998","","published","ok",""
"SensoryData_r101_interaural_distance_functional","Noctilio leporinus","Fish-catching bat","Mammalia",101,"interaural_distance_functional","87",87,"us","","","Koay et al 1998","","published","ok",""
"SensoryData_r101_best_sensitivity","Noctilio leporinus","Fish-catching bat","Mammalia",101,"best_sensitivity","3",3,"dB","","","Wenstrup 1984","","published","ok",""
"SensoryData_r101_best_frequency","Noctilio leporinus","Fish-catching bat","Mammalia",101,"best_frequency","56",56,"kHz","","","Wenstrup 1984","","published","ok",""
"SensoryData_r102_audible_freq_low_60dBSPL","Nycticebus coucang","Slow loris","Mammalia",102,"audible_freq_low_60dBSPL","0.083",0.083,"kHz","","","Heffner 2004","","published","ok",""
"SensoryData_r102_audible_freq_high_60dBSPL","Nycticebus coucang","Slow loris","Mammalia",102,"audible_freq_high_60dBSPL","44",44,"kHz","","","Heffner 2004","","published","ok",""
"SensoryData_r102_hearing_range","Nycticebus coucang","Slow loris","Mammalia",102,"hearing_range","9.05",9.05,"octaves","","","Heffner 2004","","published","ok",""
"SensoryData_r102_interaural_distance_functional","Nycticebus coucang","Slow loris","Mammalia",102,"interaural_distance_functional","218",218,"us","","","Koay et al 1998","","published","ok",""
"SensoryData_r102_best_sensitivity","Nycticebus coucang","Slow loris","Mammalia",102,"best_sensitivity","9",9,"dB","","","Heffner 2004","","published","ok",""
"SensoryData_r102_best_frequency","Nycticebus coucang","Slow loris","Mammalia",102,"best_frequency","16",16,"kHz","","","Heffner 2004","","published","ok",""
"SensoryData_r103_visual_acuity_max","Nyctophilus gouldi","Gould’s long-eared bat","Mammalia",103,"visual_acuity_max","0.6",0.6,"c/deg","A","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree; value belongs upstream to: Inia geoffrensis"
"SensoryData_r104_visual_acuity_max","Odobenus rosmarus","Pacific walrus","Mammalia",104,"visual_acuity_max","3.8",3.8,"c/deg","A","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree; value belongs upstream to: Delphinus delphis|Tursiops truncatus"
"SensoryData_r105_audible_freq_low_60dBSPL","Odocoileus virginianus","Whitetail deer","Mammalia",105,"audible_freq_low_60dBSPL","0.115",0.115,"kHz","","","Heffner and Heffner 2001","","published","ok",""
"SensoryData_r105_audible_freq_high_60dBSPL","Odocoileus virginianus","Whitetail deer","Mammalia",105,"audible_freq_high_60dBSPL","54",54,"kHz","","","Heffner and Heffner 2001","","published","ok",""
"SensoryData_r105_interaural_distance_functional","Odocoileus virginianus","Whitetail deer","Mammalia",105,"interaural_distance_functional","801",801,"us","","","Heffner and Heffner 2001","","published","ok",""
"SensoryData_r105_best_sensitivity","Odocoileus virginianus","Whitetail deer","Mammalia",105,"best_sensitivity","-3",-3,"dB","","","Heffner and Heffner 2010","at 8 kHz","published","ok",""
"SensoryData_r105_best_frequency","Odocoileus virginianus","Whitetail deer","Mammalia",105,"best_frequency","8",8,"kHz","","","Heffner and Heffner 2010","","published","ok",""
"SensoryData_r106_visual_acuity_max","Onychomys leucogaster","Grasshopper mouse","Mammalia",106,"visual_acuity_max","2.3",2.3,"c/deg","A","","Heffner and Heffner 1992","ganglion cell density","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree; value belongs upstream to: Neotoma floridana"
"SensoryData_r106_audible_freq_low_60dBSPL","Onychomys leucogaster","Grasshopper mouse","Mammalia",106,"audible_freq_low_60dBSPL","1.85",1.85,"kHz","","","Koay et al 1998","","published","ok",""
"SensoryData_r106_audible_freq_high_60dBSPL","Onychomys leucogaster","Grasshopper mouse","Mammalia",106,"audible_freq_high_60dBSPL","68",68,"kHz","","","Koay et al 1998","","published","ok",""
"SensoryData_r106_interaural_distance_functional","Onychomys leucogaster","Grasshopper mouse","Mammalia",106,"interaural_distance_functional","61",61,"us","","","Koay et al 1998","","published","ok",""
"SensoryData_r106_best_sensitivity","Onychomys leucogaster","Grasshopper mouse","Mammalia",106,"best_sensitivity","9",9,"dB","","","Heffner and Heffner 1992","","published","ok",""
"SensoryData_r106_best_frequency","Onychomys leucogaster","Grasshopper mouse","Mammalia",106,"best_frequency","8",8,"kHz","","","Heffner and Heffner 1992","","published","ok",""
"SensoryData_r106_sound_localization_threshold","Onychomys leucogaster","Grasshopper mouse","Mammalia",106,"sound_localization_threshold","19.3",19.3,"deg","","","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r106_field_of_best_vision_width","Onychomys leucogaster","Grasshopper mouse","Mammalia",106,"field_of_best_vision_width","68.5",68.5,"deg","","","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r106_binocular_field","Onychomys leucogaster","Grasshopper mouse","Mammalia",106,"binocular_field","52",52,"deg","","","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r106_binaural_phase_cue","Onychomys leucogaster","Grasshopper mouse","Mammalia",106,"binaural_phase_cue","N",,"Y/N","","","Heffner and Heffner 2003","","published","ok",""
"SensoryData_r106_binaural_intensity_difference_cue","Onychomys leucogaster","Grasshopper mouse","Mammalia",106,"binaural_intensity_difference_cue","Y",,"Y/N","","","Heffner and Heffner 2003","","published","ok",""
"SensoryData_r106_trophic_level","Onychomys leucogaster","Grasshopper mouse","Mammalia",106,"trophic_level","2",2,"ordinal 1-5","","","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r107_audible_freq_low_60dBSPL","Orcinus orca","Killer whale","Mammalia",107,"audible_freq_low_60dBSPL","0.6",0.6,"kHz","","","Branstetter et al 2017","","published","ok",""
"SensoryData_r107_audible_freq_high_60dBSPL","Orcinus orca","Killer whale","Mammalia",107,"audible_freq_high_60dBSPL","114",114,"kHz","","","Branstetter et al 2017","","published","ok",""
"SensoryData_r107_interaural_distance_functional","Orcinus orca","Killer whale","Mammalia",107,"interaural_distance_functional","256.980955858131",256.980955858131,"us","","","Koay et al 1998","extracted from fig 6","digitised_from_figure","ok",""
"SensoryData_r107_best_sensitivity","Orcinus orca","Killer whale","Mammalia",107,"best_sensitivity","49",49,"dB","","","Branstetter et al 2017","","published","ok",""
"SensoryData_r107_best_frequency","Orcinus orca","Killer whale","Mammalia",107,"best_frequency","34",34,"kHz","","","Branstetter et al 2017","","published","ok",""
"SensoryData_r108_visual_acuity_max","Ornithorhynchus anatinus","Platypus","Mammalia",108,"visual_acuity_max","1.8",1.8,"c/deg","A","","Pettigrew 1998","ganglion cell density","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree; value belongs upstream to: Meriones unguiculatus"
"SensoryData_r109_visual_acuity_max","Oryctolagus cuniculus","Old World rabbit","Mammalia",109,"visual_acuity_max","3",3,"c/deg","B","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree; value belongs upstream to: Rousettus madagascariensis"
"SensoryData_r109_audible_freq_low_60dBSPL","Oryctolagus cuniculus","Old World rabbit","Mammalia",109,"audible_freq_low_60dBSPL","0.096",0.096,"kHz","","","Heffner 1998","","published","ok",""
"SensoryData_r109_audible_freq_high_60dBSPL","Oryctolagus cuniculus","Old World rabbit","Mammalia",109,"audible_freq_high_60dBSPL","49",49,"kHz","","","Heffner 1998","","published","ok",""
"SensoryData_r109_interaural_distance_functional","Oryctolagus cuniculus","Old World rabbit","Mammalia",109,"interaural_distance_functional","250",250,"us","","","Koay et al 1998","","published","ok",""
"SensoryData_r109_best_sensitivity","Oryctolagus cuniculus","Old World rabbit","Mammalia",109,"best_sensitivity","4",4,"dB","","","Heffner 1998","","published","ok",""
"SensoryData_r109_best_frequency","Oryctolagus cuniculus","Old World rabbit","Mammalia",109,"best_frequency","4",4,"kHz","","","Heffner 1998","","published","ok",""
"SensoryData_r109_sound_localization_threshold","Oryctolagus cuniculus","Old World rabbit","Mammalia",109,"sound_localization_threshold","22.3",22.3,"deg","","","Heffner and Heffner 2003","","published","ok",""
"SensoryData_r110_visual_acuity_max","Otolemur crassicaudatus","Thick-tailed greater galago","Mammalia",110,"visual_acuity_max","4.8",4.8,"c/deg","B","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree; value belongs upstream to: Trichosurus vulpecula"
"SensoryData_r111_visual_acuity_max","Ovis aries","Domestic sheep","Mammalia",111,"visual_acuity_max","5.61",5.61,"c/deg","B","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree"
"SensoryData_r111_audible_freq_low_60dBSPL","Ovis aries","Domestic sheep","Mammalia",111,"audible_freq_low_60dBSPL","0.125",0.125,"kHz","","","Heffner 1998","","published","ok",""
"SensoryData_r111_audible_freq_high_60dBSPL","Ovis aries","Domestic sheep","Mammalia",111,"audible_freq_high_60dBSPL","42",42,"kHz","","","Heffner 1998","","published","ok",""
"SensoryData_r111_interaural_distance_functional","Ovis aries","Domestic sheep","Mammalia",111,"interaural_distance_functional","670",670,"us","","","Koay et al 1998","","published","ok",""
"SensoryData_r111_best_sensitivity","Ovis aries","Domestic sheep","Mammalia",111,"best_sensitivity","-6",-6,"dB","","","Heffner 1998","","published","ok",""
"SensoryData_r111_best_frequency","Ovis aries","Domestic sheep","Mammalia",111,"best_frequency","10",10,"kHz","","","Heffner 1998","","published","ok",""
"SensoryData_r112_audible_freq_high_60dBSPL","Pagophilus groenlandicus","Harp seal","Mammalia",112,"audible_freq_high_60dBSPL","91",91,"kHz","","","Terhune and Ronald 1972","","published","ok",""
