"Species","measure_class","Measure","Units","Value","Value_median","n_sources","n_teams","n_teams_primary","primary_used","Teams","roles","value_min","value_max"
"Myotis hermani","mass","Body_Mass","g",7.74,7.74,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis horsfieldii","mass","Body_Mass","g",6.28,6.28,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Myotis hosonoi","mass","Body_Mass","g",7.74,7.74,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis ikonnikovi","mass","Body_Mass","g",5.62,5.62,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis insularum","mass","Body_Mass","g",6.52,6.52,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis keaysi","mass","Body_Mass","g",5.3,5.3,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis keenii","mass","Body_Mass","g",6.27,6.27,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis laniger","mass","Body_Mass","g",7.74,7.74,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis leibii","mass","Body_Mass","g",5.13,5.13,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis levis","mass","Body_Mass","g",5.5,5.5,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis longipes","mass","Body_Mass","g",7.25,7.25,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis lucifugus","mass","Body_Mass","g",6.867,7.135,11,4,0,FALSE,"Burger; Genoud; Ruf; Wilman","secondary",NA,NA
"Myotis macrodactylus","mass","Body_Mass","g",7.2,7.2,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis macropus","mass","Body_Mass","g",7.74,7.74,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis macrotarsus","mass","Body_Mass","g",12.5,12.5,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis martiniquensis","mass","Body_Mass","g",5.9,5.9,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis melanorhinus","mass","Body_Mass","g",7.74,7.74,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis moluccarum","mass","Body_Mass","g",7.74,7.74,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis montivagus","mass","Body_Mass","g",8.3,8.3,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Myotis morrisi","mass","Body_Mass","g",9.01,9.01,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis muricola","mass","Body_Mass","g",4.52,4.52,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Myotis myotis","mass","Body_Mass","g",25.678,25,9,4,0,FALSE,"Burger; Genoud; Ruf; Wilman","secondary",NA,NA
"Myotis mystacinus","mass","Body_Mass","g",4.92,4.92,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Myotis nattereri","mass","Body_Mass","g",7.66,7.25,8,4,0,FALSE,"Burger; Genoud; Ruf; Wilman","secondary",NA,NA
"Myotis nesopolus","mass","Body_Mass","g",3.5,3.5,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis nigricans","mass","Body_Mass","g",4.13,4.24,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Myotis nipalensis","mass","Body_Mass","g",7.74,7.74,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis occultus","mass","Body_Mass","g",8.79,8.79,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis oreias","mass","Body_Mass","g",8.31,8.31,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis oxygnathus","mass","Body_Mass","g",21.23,21.23,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis oxyotus","mass","Body_Mass","g",5.5,5.5,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis ozensis","mass","Body_Mass","g",7.74,7.74,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis peninsularis","mass","Body_Mass","g",7.26,7.26,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis pequinius","mass","Body_Mass","g",9.52,9.52,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis planiceps","mass","Body_Mass","g",5.36,5.36,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis pruinosus","mass","Body_Mass","g",7.25,7.25,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis punicus","mass","Body_Mass","g",7.74,7.74,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis ricketti","mass","Body_Mass","g",7.74,7.74,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis ridleyi","mass","Body_Mass","g",4.5,4.5,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis riparius","mass","Body_Mass","g",6.75,6.75,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Myotis rosseti","mass","Body_Mass","g",3.29,3.29,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis ruber","mass","Body_Mass","g",5,5,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis schaubi","mass","Body_Mass","g",9.46,9.46,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis scotti","mass","Body_Mass","g",6.86,6.86,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis septentrionalis","mass","Body_Mass","g",7.74,7.74,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis sicarius","mass","Body_Mass","g",17.43,17.43,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis siligorensis","mass","Body_Mass","g",3.08,3.08,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Myotis simus","mass","Body_Mass","g",8.2,8.2,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis sodalis","mass","Body_Mass","g",6.91,6.91,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis stalkeri","mass","Body_Mass","g",9.05,9.05,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis thysanodes","mass","Body_Mass","g",8.415,8.415,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Myotis tricolor","mass","Body_Mass","g",13.417,13.6,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Myotis velifer","mass","Body_Mass","g",10.333,10.1,6,3,0,FALSE,"Burger; Ruf; Wilman","secondary",NA,NA
"Myotis vivesi","mass","Body_Mass","g",25,25,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Myotis volans","mass","Body_Mass","g",8.46,8.46,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis welwitschii","mass","Body_Mass","g",15.5,15.5,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis yanbarensis","mass","Body_Mass","g",7.74,7.74,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis yesoensis","mass","Body_Mass","g",7.74,7.74,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis yumanensis","mass","Body_Mass","g",5.288,5.39,7,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Myotomys sloggetti","mass","Body_Mass","g",109.775,109.775,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Myotomys unisulcatus","mass","Body_Mass","g",99.25,99.25,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Myoxus glis","mass","Body_Mass","g",153.81,143.575,8,4,0,FALSE,"Burger; Genoud; Ruf; Wilman","secondary",NA,NA
"Myrmecobius fasciatus","mass","Body_Mass","g",490.128,496.2,12,5,0,FALSE,"Burger; Genoud; Ruf; Wilman; Wimberly","secondary",NA,NA
"Myrmecophaga jubata","mass","Body_Mass","g",20000,20000,4,1,1,TRUE,"Heffner","primary",NA,NA
"Myrmecophaga tridactyla","mass","Body_Mass","g",25351.245,25932.49,7,4,0,FALSE,"Burger; Genoud; Wilman; Wimberly","secondary",NA,NA
"Mysateles garridoi","mass","Body_Mass","g",929.09,929.09,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mysateles meridionalis","mass","Body_Mass","g",884.61,884.61,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mysateles prehensilis","mass","Body_Mass","g",926.71,926.71,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mystacina robusta","mass","Body_Mass","g",27.25,27.25,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mystacina tuberculata","mass","Body_Mass","g",13.25,13.25,5,2,0,FALSE,"Wilman; Wimberly","secondary",NA,NA
"Mystromys albicaudatus","mass","Body_Mass","g",86.877,86.85,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Myzopoda aurita","mass","Body_Mass","g",9.1,9.1,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Naemorhedus baileyi","mass","Body_Mass","g",27487.5,27487.5,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Naemorhedus caudatus","mass","Body_Mass","g",27000,27000,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Naemorhedus goral","mass","Body_Mass","g",28500,28500,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Naemorhedus griseus","mass","Body_Mass","g",27655.49,27655.49,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Nandinia binotata","mass","Body_Mass","g",2906.8,2678.6,7,4,0,FALSE,"Burger; Genoud; Wilman; Wimberly","secondary",NA,NA
"Nanger dama","mass","Body_Mass","g",65712.405,65712.405,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Nanger granti","mass","Body_Mass","g",50476.307,55464.46,6,3,0,FALSE,"Burger; Wilman; Wimberly","secondary",NA,NA
"Nanger soemmerringii","mass","Body_Mass","g",38341.465,38341.465,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Nannosciurus melanotis","mass","Body_Mass","g",50,50,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Nanonycteris veldkampii","mass","Body_Mass","g",21.89,21.89,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Napaeozapus insignis","mass","Body_Mass","g",23.1,23.2,7,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Nasalis larvatus","mass","Body_Mass","g",12606.667,14000,15,7,3,TRUE,"Burger; Isler; Powell; Seymour; Stephan; Stephan_collection; Wilman","primary; secondary",NA,NA
"Nasua narica","mass","Body_Mass","g",4698.35,4030.05,8,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Nasua nasua","mass","Body_Mass","g",3651.712,3784.675,7,4,0,FALSE,"Burger; Genoud; Wilman; Wimberly","secondary",NA,NA
"Nasuella olivacea","mass","Body_Mass","g",1339.99,1339.99,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Natalus jamaicensis","mass","Body_Mass","g",5.76,5.76,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Natalus major","mass","Body_Mass","g",5.76,5.76,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Natalus primus","mass","Body_Mass","g",5.76,5.76,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Natalus stramineus","mass","Body_Mass","g",5.48,5.48,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Natalus tumidirostris","mass","Body_Mass","g",6.117,6.05,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Neacomys dubosti","mass","Body_Mass","g",17.31,17.31,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neacomys guianae","mass","Body_Mass","g",14.2,14.2,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neacomys minutus","mass","Body_Mass","g",17.31,17.31,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neacomys musseri","mass","Body_Mass","g",17.31,17.31,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neacomys paracou","mass","Body_Mass","g",17.31,17.31,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neacomys pictus","mass","Body_Mass","g",17.5,17.5,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neacomys spinosus","mass","Body_Mass","g",19,19,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neacomys tenuipes","mass","Body_Mass","g",19,19,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neamblysomus gunningi","mass","Body_Mass","g",35.84,35.84,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neamblysomus julianae","mass","Body_Mass","g",21.99,21.99,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Necromys amoenus","mass","Body_Mass","g",27.09,27.09,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Necromys benefactus","mass","Body_Mass","g",38,38,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Necromys lactens","mass","Body_Mass","g",32.9,32.9,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Necromys lasiurus","mass","Body_Mass","g",39.93,39.93,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Necromys lenguarum","mass","Body_Mass","g",38,38,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Necromys obscurus","mass","Body_Mass","g",40.69,40.69,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Necromys punctulatus","mass","Body_Mass","g",37.3,37.3,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Necromys temchuki","mass","Body_Mass","g",47.2,47.2,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Necromys urichi","mass","Body_Mass","g",44.84,44.84,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Nectarinia famosa","mass","Body_Mass","g",17,17,4,1,0,FALSE,"Ruf","secondary",NA,NA
"Nectogale elegans","mass","Body_Mass","g",32.5,32.5,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Nectomys apicalis","mass","Body_Mass","g",217.85,217.85,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Nectomys magdalenae","mass","Body_Mass","g",217.85,217.85,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Nectomys palmipes","mass","Body_Mass","g",156.08,156.08,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Nectomys rattus","mass","Body_Mass","g",248.8,248.8,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Nectomys squamipes","mass","Body_Mass","g",190.75,190.75,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Nelsonia goldmani","mass","Body_Mass","g",88.08,88.08,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Nelsonia neotomodon","mass","Body_Mass","g",80,80,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neodon forresti","mass","Body_Mass","g",47.71,47.71,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neodon irene","mass","Body_Mass","g",41.87,41.87,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neodon juldaschi","mass","Body_Mass","g",47.71,47.71,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neodon sikimensis","mass","Body_Mass","g",40.51,40.51,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neofelis nebulosa","mass","Body_Mass","g",19582.875,19582.875,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Neofiber alleni","mass","Body_Mass","g",264.867,266,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Neohylomys hainanensis","mass","Body_Mass","g",52.21,52.21,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neomys anomalus","mass","Body_Mass","g",14.71,14.71,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Neomys fodiens","mass","Body_Mass","g",15.2,15.2,13,5,1,TRUE,"Burger; Genoud; Lewitus; Stephan_collection; Wilman","primary; secondary",NA,NA
"Neomys teres","mass","Body_Mass","g",15.13,15.13,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neonycteris pusilla","mass","Body_Mass","g",12.35,12.35,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neophascogale lorentzi","mass","Body_Mass","g",212,212,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Neophoca cinerea","mass","Body_Mass","g",189637.5,189637.5,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Neophocaena phocaenoides","mass","Body_Mass","g",32450,32450,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Neopteryx frosti","mass","Body_Mass","g",153.86,153.86,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neoromicia brunneus","mass","Body_Mass","g",9.56,9.56,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neoromicia capensis","mass","Body_Mass","g",5.96,5.96,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neoromicia flavescens","mass","Body_Mass","g",10.5,10.5,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Neoromicia guineensis","mass","Body_Mass","g",5.07,5.07,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neoromicia helios","mass","Body_Mass","g",3.56,3.56,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neoromicia melckorum","mass","Body_Mass","g",5.07,5.07,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neoromicia nanus","mass","Body_Mass","g",3.89,3.89,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Neoromicia rendalli","mass","Body_Mass","g",6.42,6.42,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neoromicia somalicus","mass","Body_Mass","g",3.53,3.53,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neoromicia tenuipinnis","mass","Body_Mass","g",5.35,5.35,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neoromicia zuluensis","mass","Body_Mass","g",4.14,4.14,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neotetracus sinensis","mass","Body_Mass","g",290.15,290.15,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neotoma albigula","mass","Body_Mass","g",204.593,206.03,9,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Neotoma angustapalata","mass","Body_Mass","g",198,198,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neotoma anthonyi","mass","Body_Mass","g",195.4,195.4,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neotoma bryanti","mass","Body_Mass","g",182,182,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neotoma bunkeri","mass","Body_Mass","g",375,375,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neotoma chrysomelas","mass","Body_Mass","g",169.5,169.5,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neotoma cinerea","mass","Body_Mass","g",288.53,299.15,10,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Neotoma devia","mass","Body_Mass","g",200,200,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neotoma floridana","mass","Body_Mass","g",220.817,244.75,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Neotoma fuscipes","mass","Body_Mass","g",211.565,211.565,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Neotoma goldmani","mass","Body_Mass","g",198,198,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neotoma lepida","mass","Body_Mass","g",136.275,136.275,10,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Neotoma leucodon","mass","Body_Mass","g",220.57,220.57,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neotoma macrotis","mass","Body_Mass","g",206.22,206.22,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Neotoma magister","mass","Body_Mass","g",447,447,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neotoma martinensis","mass","Body_Mass","g",246,246,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neotoma mexicana","mass","Body_Mass","g",203,203,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neotoma micropus","mass","Body_Mass","g",307.9,307.9,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Neotoma nelsoni","mass","Body_Mass","g",198,198,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neotoma palatina","mass","Body_Mass","g",198,198,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neotoma phenax","mass","Body_Mass","g",227.5,227.5,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neotoma stephensi","mass","Body_Mass","g",171.9,171.9,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Neotomodon alstoni","mass","Body_Mass","g",40,40,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neotomys ebriosus","mass","Body_Mass","g",64.5,64.5,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neotragus batesi","mass","Body_Mass","g",2999.99,2999.99,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neotragus moschatus","mass","Body_Mass","g",4874.975,4874.975,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Neotragus pygmaeus","mass","Body_Mass","g",4000,4000,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neovison macrodon","mass","Body_Mass","g",1150,1150,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Nesiotites hidalgo","mass","Body_Mass","g",9.05,9.05,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Nesiotites similis","mass","Body_Mass","g",9.05,9.05,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Nesogale dobsoni","mass","Body_Mass","g",32.6,32.6,9,5,1,TRUE,"Burger; Genoud; Ruf; Stephan_collection; Wilman","primary; secondary",NA,NA
"Nesogale talazaci","mass","Body_Mass","g",50.4,50.4,10,4,1,TRUE,"Burger; Genoud; Stephan_collection; Wilman","primary; secondary",NA,NA
"Nesokia bunnii","mass","Body_Mass","g",154.48,154.48,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Nesokia indica","mass","Body_Mass","g",178.08,178.08,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Nesolagus netscheri","mass","Body_Mass","g",1500,1500,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Nesolagus timminsi","mass","Body_Mass","g",1500,1500,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Nesomys audeberti","mass","Body_Mass","g",212.5,212.5,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Nesomys lambertoni","mass","Body_Mass","g",155,155,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Nesomys rufus","mass","Body_Mass","g",162.5,162.5,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Nesoromys ceramicus","mass","Body_Mass","g",67.38,67.38,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Nesoryzomys darwini","mass","Body_Mass","g",55.26,55.26,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Nesoryzomys fernandinae","mass","Body_Mass","g",32.5,32.5,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Nesoryzomys indefessus","mass","Body_Mass","g",55.26,55.26,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Nesoryzomys swarthi","mass","Body_Mass","g",93.95,93.95,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neurotrichus gibbsii","mass","Body_Mass","g",10.233,10,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Neusticomys monticolus","mass","Body_Mass","g",39.5,39.5,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neusticomys mussoi","mass","Body_Mass","g",40,40,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neusticomys oyapocki","mass","Body_Mass","g",4.7,4.7,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neusticomys peruviensis","mass","Body_Mass","g",40,40,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Neusticomys venezuelae","mass","Body_Mass","g",47.1,47.1,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Nilopegamys plumbeus","mass","Body_Mass","g",84,84,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Ningaui ridei","mass","Body_Mass","g",8.75,8.75,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Ningaui timealeyi","mass","Body_Mass","g",5.7,5.7,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Ningaui yvonnae","mass","Body_Mass","g",8.762,8.525,8,4,0,FALSE,"Burger; Genoud; Ruf; Wilman","secondary",NA,NA
"Niviventer andersoni","mass","Body_Mass","g",147,147,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Niviventer brahma","mass","Body_Mass","g",97.3,97.3,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Niviventer cameroni","mass","Body_Mass","g",83.06,83.06,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Niviventer confucianus","mass","Body_Mass","g",65,65,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Niviventer coninga","mass","Body_Mass","g",80.65,80.65,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Niviventer cremoriventer","mass","Body_Mass","g",69.71,69.71,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Niviventer culturatus","mass","Body_Mass","g",81.17,81.17,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Niviventer eha","mass","Body_Mass","g",53.6,53.6,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Niviventer excelsior","mass","Body_Mass","g",102,102,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Niviventer fraternus","mass","Body_Mass","g",83.06,83.06,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Niviventer fulvescens","mass","Body_Mass","g",82.55,82.55,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Niviventer hinpoon","mass","Body_Mass","g",61,61,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Niviventer langbianis","mass","Body_Mass","g",69.8,69.8,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Niviventer lepturus","mass","Body_Mass","g",84.8,84.8,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Niviventer niviventer","mass","Body_Mass","g",100,100,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Niviventer rapit","mass","Body_Mass","g",86.75,86.75,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Niviventer tenaster","mass","Body_Mass","g",103,103,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Noctilio albiventris","mass","Body_Mass","g",33.083,32.8,7,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Noctilio leporinus","mass","Body_Mass","g",59.493,59.16,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Nomascus concolor","mass","Body_Mass","g",6455.235,6455.235,5,2,0,FALSE,"Powell; Wilman","secondary",NA,NA
"Nomascus gabriellae","mass","Body_Mass","g",7129.69,7151.8,7,4,0,FALSE,"Burger; Isler; Powell; Wilman","secondary",NA,NA
"Nomascus hainanus","mass","Body_Mass","g",6850.16,6850.16,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Nomascus leucogenys","mass","Body_Mass","g",6920,6920,5,2,0,FALSE,"Powell; Wilman","secondary",NA,NA
"Nomascus nasutus","mass","Body_Mass","g",5700,5700,4,1,0,FALSE,"Granatosky","secondary",NA,NA
"Nomascus siki","mass","Body_Mass","g",6850.16,6850.16,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Noronhomys vespuccii","mass","Body_Mass","g",47.71,47.71,4,1,0,FALSE,"Wilman","secondary",NA,NA
"northern group","mass","Body_Mass","g",16178.5,16178.5,9,1,0,FALSE,"Isler","secondary",NA,NA
"Notamacropus parma","mass","Body_Mass","g",4387.5,4387.5,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Notamacropus rufogriseus","mass","Body_Mass","g",13387.5,15950,7,4,0,FALSE,"Burger; Genoud; Lewitus; Wilman","secondary",NA,NA
