source_row,species,sex,catalogue_number,body_weight_g,brain_weight_fresh_mg,plane_of_sectioning,section_thickness_um,staining,distance_between_sections,collection_group
774,Anoura geoffroyi,M,4255,17.2,592,sagittal,10,Cell body Merker Myelin Gallyas,10 10,Chiroptera
775,Choeroniscus godmani,M,K 295,6.1,340,coronal,20,Hematoxylin Heidenhain-Woelke,2 4,Chiroptera
776,Choeroniscus minor,F,4257,9.6,389,coronal,20,Gallocyanin,2,Chiroptera
777,Carollia castanea,M,K 151,13.2,460,coronal,20,Cresylviolet Heidenhain-Woelke,2 4,Chiroptera
778,Carollia castanea,F,K 152,10.7,430,coronal,20,Hematoxylin Heidenhain-Woelke,2 4,Chiroptera
779,Carollia castanea,M,5020,12,445,coronal,20,Gallocyanin,3,Chiroptera
780,Carollia castanea,M,5023,14.4,467,coronal,20,Gallocyanin,3,Chiroptera
781,Carollia castanea,F,5024,13.6,416,coronal,20,Gallocyanin,2,Chiroptera
782,Carollia perspicillata,M,K 19,16.6,510,coronal,20,Cresylviolet Heidenhain-Woelke,2 4,Chiroptera
783,Carollia perspicillata,F,K 21,16.6,510,coronal,20,Hematoxylin Heidenhain-Woelke,2 4,Chiroptera
784,Carollia perspicillata,F,K 29,15.3,540,coronal,20,Hematoxylin Heidenhain-Woelke,3 6,Chiroptera
785,Carollia perspicillata,U,P 100,,,coronal,10,Cresylviolet,3,Chiroptera
786,Rhinophylla pumilio,F,4270,8.800000000000001,314,coronal,20,Gallocyanin,2,Chiroptera
787,Rhinophylla pumilio,F,4271,8.699999999999999,357,coronal,20,Gallocyanin,2,Chiroptera
788,Rhinophylla pumilio,M,4272,8.9,332,coronal,20,Gallocyanin,2,Chiroptera
789,Sturnira lilium,U,P 92,,,coronal,10,Cresylviolet,5,Chiroptera
790,Sturnira lilium,M,K 97,18.2,590,coronal,,Cresylviolet Heidenhain-Woelke,2 4,Chiroptera
791,Sturnira lilium,F,K 209,18.1,610,coronal,20,Hematoxylin Heidenhain-Woelke,2 4,Chiroptera
792,Sturnira lilium,M,K 251,19.6,590,coronal,20,Hematoxylin Heidenhain-Woelke,3 6,Chiroptera
793,Sturnira ludovici,M,5026,25.5,665,coronal,20,Gallocyanin,3,Chiroptera
794,Sturnira ludovici,F,5027,24.8,660,coronal,20,Gallocyanin,3,Chiroptera
795,Sturnira tildae,F,K 226,22.8,730,coronal,20,Hematoxylin Heidenhain-Woelke,2 4,Chiroptera
796,Sturnira tildae,M,K 227,24.3,770,coronal,20,Hematoxylin Heidenhain-Woelke,3 6,Chiroptera
797,Sturnira tildae,M,4285,24.3,699,coronal,20,Gallocyanin,3,Chiroptera
798,Uroderma bilobatum,F,K 129,13.9,620,coronal,20,Hematoxylin Heidenhain-Woelke,2 4,Chiroptera
799,Uroderma bilobatum,F,K 160,15.7,590,coronal,20,Hematoxylin Heidenhain-Woelke,3 6,Chiroptera
800,Uroderma bilobatum,M,K 203,14.3,650,coronal,20,Cresylviolet Heidenhain-Woelke,2 4,Chiroptera
801,Vampyrops brachycephalus,M,K 49,14.7,580,coronal,15,Gallocyanin,4,Chiroptera
802,Vampyrops brachycephalus,M,210,12.9,560,coronal,20,Hematoxylin Heidenhain-Woelke,2 4,Chiroptera
803,Vampyrops helleri,M,K 26,13,500,coronal,20,Hematoxylin Heidenhain-Woelke,2 4,Chiroptera
804,Vampyrops helleri,U,P 84,,,coronal,10,Cresylviolet,5,Chiroptera
805,Vampyrops helleri,M,K 162,11.9,480,coronal,20,Gallocyanin,2,Chiroptera
806,Vampyrops helleri,F,K 230,14.1,540,coronal,20,Hematoxylin Heidenhain-Woelke,2 4,Chiroptera
807,Vampyrops infuscus,F,5032,50.2,1110,coronal,20,Gallocyanin,4,Chiroptera
808,Vampyrops lineatus,F,5034,21.2,743,coronal,20,Gallocyanin,3,Chiroptera
809,Vampyrops lineatus,F,5035,20.8,731,coronal,20,Gallocyanin,3,Chiroptera
810,Vampyrops lineatus,F,5037,24.9,765,coronal,20,Gallocyanin,3,Chiroptera
811,Vampyrops vittatus,F,K 038,36.6,1200,coronal,20,Hematoxylin Heidenhain-Woelke,3 6,Chiroptera
812,Vampyrops vittatus,M,K 215,36.6,1150,coronal,20,Hematoxylin Heidenhain-Woelke,3 6,Chiroptera
813,Vampyrodes caraccioloi,F,4303,39.7,947,coronal,20,Gallocyanin,3,Chiroptera
814,Vampyressa pusilla,M,K 144,8,460,coronal,20,Hematoxylin Heidenhain-Woelke,2 4,Chiroptera
815,Vampyressa pusilla,F,K 224,9.6,370,coronal,20,Cresylviolet Heidenhain-Woelke,2 4,Chiroptera
816,Chiroderma salvini,F,2358,24,740,coronal,20,Cresylviolet Heidenhain-Woelke,2 4,Chiroptera
817,Chiroderma salvini,M,2367,21.3,780,coronal,20,Cresylviolet Heidenhain-Woelke,3 6,Chiroptera
818,Chiroderma salvini,F,5044,29.1,804,coronal,20,Gallocyanin,3,Chiroptera
819,Chiroderma salvini,M,5045,29.9,931,coronal,20,Gallocyanin,3,Chiroptera
820,Chiroderma trinitatum,M,4302,13.2,559,coronal,20,Gallocyanin,3,Chiroptera
821,Chiroderma trinitatum,F,4400,14.2,515,coronal,20,Gallocyanin,3,Chiroptera
822,Chiroderma villosum,F,4304,26.9,708,coronal,20,Gallocyanin,3,Chiroptera
823,Chiroderma villosum,M,4305,22.5,706,coronal,20,Gallocyanin,3,Chiroptera
824,Chiroderma villosum,F,4306,25.1,703,coronal,20,Gallocyanin,3,Chiroptera
825,Chiroderma villosum ssp.,F,4307,31.7,835,coronal,20,Gallocyanin,3,Chiroptera
826,Ectophylla macconnelli,F,K 92,7.7,340,coronal,20,Hematoxylin Heidenhain-Woelke,2 4,Chiroptera
827,Ectophylla macconnelli,M,K 213,7.3,340,coronal,20,Hematoxylin Heidenhain-Woelke,2 4,Chiroptera
828,Artibeus cinereus,M,K 94,11.1,470,coronal,20,Hematoxylin Heidenhain-Woelke,2 4,Chiroptera
829,Artibeus cinereus,F,K 146,12,460,coronal,20,Hematoxylin Heidenhain-Woelke,2 4,Chiroptera
830,Artibeus cinereus,M,K 159,11.5,470,coronal,20,Cresylviolet Heidenhain-Woelke,2 4,Chiroptera
831,Artibeus cinereus,F,4311,13.8,468,sagittal,10,Cell body Merker Cresylviolet,4 4,Chiroptera
832,Artibeus concolor,F,4318,20.2,645,coronal,20,Gallocyanin,3,Chiroptera
833,Artibeus concolor,F,4319,18.5,621,coronal,20,Gallocyanin,3,Chiroptera
834,Artibeus jamaicensis,U,P 98,,,coronal,10,Cresylviolet,4,Chiroptera
835,Artibeus jamaicensis,F,K 175,39.3,1090,coronal,20,Hematoxylin Heidenhain-Woelke,3 6,Chiroptera
836,Artibeus jamaicensis,M,K 176,42.1,1000,coronal,20,Hematoxylin Heidenhain-Woelke,2 4,Chiroptera
837,Artibeus jamaicensis,M,K 179,40.7,1050,coronal,20,Cresylviolet Heidenhain-Woelke,3 6,Chiroptera
838,Artibeus lituratus,F,K 31,62.2,1290,coronal,20,Cresylviolet Heidenhain-Woelke,3 6,Chiroptera
839,Artibeus lituratus,M,K 34,56.6,1180,coronal,20,Cresylviolet Heidenhain-Woelke,3 6,Chiroptera
840,Artibeus lituratus,U,P 91,,,coronal,10,Cresylviolet Heidenhain-Woelke,5 5,Chiroptera
841,Artibeus lituratus,M,K 168,44.9,1260,coronal,20,Hematoxylin Heidenhain-Woelke,3 6,Chiroptera
842,Artibeus lituratus,M,4327,68.40000000000001,1350,coronal,20,Gallocyanin,4,Chiroptera
843,Enchisthenes harti,M,K 297,12.3,510,coronal,20,Cresylviolet Heidenhain-Woelke,2 4,Chiroptera
844,Enchisthenes harti,F,5057,15.9,524,coronal,30,Gallocyanin,3,Chiroptera
845,Enchisthenes harti,F,5059,19.3,533,coronal,20,Gallocyanin,3,Chiroptera
846,Enchisthenes harti,F,5061,18,508,coronal,20,Gallocyanin,3,Chiroptera
847,Ardops nichollsi,F,4332,26.4,534,coronal,20,Gallocyanin,3,Chiroptera
848,Ardops nichollsi,F,4333,26.8,510,coronal,20,Gallocyanin,3,Chiroptera
849,Ardops nichollsi,F,4334,21.7,606,coronal,20,Gallocyanin,3,Chiroptera
850,Sphaeronycteris toxophyllum,M,K 91,16.7,550,coronal,20,Cresylviolet Heidenhain-Woelke,2 4,Chiroptera
851,Brachyphylla cavernarum,M,5084,42.1,1105,coronal,"10, 20",Cresylviolet Gallocyanin,6 6,Chiroptera
852,Brachyphylla cavernarum,M,5085,45.1,1209,coronal,20,Cresylviolet Gallocyanin,incomplete 3,Chiroptera
853,Brachyphylla cavernarum,M,5087,43.8,1287,coronal,20,Gallocyanin,6,Chiroptera
854,Brachyphylla cavernarum,M,5089,43.9,1117,coronal,20,Cresylviolet,3,Chiroptera
855,Desmodus rotundus,U,P 99,,,coronal,10,Cresylviolet,5,Chiroptera
856,Desmodus rotundus,M,K 101,34.9,1020,coronal,20,Cresylviolet Heidenhain-Woelke,3 6,Chiroptera
857,Desmodus rotundus,F,K 102,40.6,990,coronal,20,Cresylviolet Heidenhain-Woelke,3 6,Chiroptera
858,Desmodus rotundus,F,K 103,41.7,990,coronal,20,Hematoxylin Heidenhain-Woelke,2 4,Chiroptera
859,Desmodus rotundus,M,4340,29.1,1025,sagittal,10,Cell body Merker Cresylviolet,5 5,Chiroptera
860,Diphylla ecaudata,M,K 60,29,650,coronal,20,Cresy Heidenhain-Woelke,2 4,Chiroptera
861,Diphylla ecaudata,M,2281,31.3,795,coronal,20,Cresylviolet Heidenhain-Woelke,3 6,Chiroptera
862,Diphylla ecaudata,F,2282,29.3,800,coronal,20,Cresylviolet Heidenhain-Woelke,3 6,Chiroptera
863,Diphylla ecaudata,M,2329,33.4,830,coronal,20,Gallocyanin Heidenhain-Woelke,2 4,Chiroptera
864,Natalus tumidirostris,M,4342,7.1,248,coronal,20,Gallocyanin,2,Chiroptera
865,Natalus tumidirostris,M,4346,7.3,251,coronal,20,Cresylviolet,2,Chiroptera
866,Natalus tumidirostris,F,4347,6.5,245,sagittal,10,Cell body Merker Cresylviolet,4 4,Chiroptera
867,Natalus tumidirostris,F,4350,6.5,239,coronal,20,Gallocyanin,2,Chiroptera
868,Furipterus horrens,M,4351,3.4,130,coronal,20,Cresylviolet,2,Chiroptera
869,Furipterus horrens,M,4352,3.4,126,coronal,20,Gallocyanin,2,Chiroptera
870,Furipterus horrens,M,4353,3.5,131,coronal,20,Gallocyanin,2,Chiroptera
871,Furipterus horrens,M,4354,3.3,125,coronal,20,Cresylviolet,2,Chiroptera
872,Furipterus horrens,M,4356,3.6,127,coronal,20,Gallocyanin,2,Chiroptera
873,Myotis adversus,M,1874,10.9,257,coronal,20,Gallocyanin Heidenhain-Woelke,2 4,Chiroptera
874,Myotis adversus,F,1875,11.2,253,coronal,20,Gallocyanin Heidenhain-Woelke,2 4,Chiroptera
875,Myotis albescens,F,4357,4.1,127,coronal,20,Cresylviolet,2,Chiroptera
876,Myotis albescens,M,4358,3.9,122,coronal,20,Gallocyanin,2,Chiroptera
877,Myotis albescens,M,4359,4.1,128,coronal,20,Gallocyanin,2,Chiroptera
878,Myotis altarium,M,4720,12.3,244,coronal,20,Gallocyanin,2,Chiroptera
879,Myotis altarium,M,4721,10.4,243,coronal,20,Gallocyanin,2,Chiroptera
880,Myotis altarium,M,4868,9.9,233,coronal,20,Gallocyanin,2,Chiroptera
881,Myotis annectans,F,4869,9.699999999999999,232,coronal,20,Gallocyanin,2,Chiroptera
882,Myotis annectans,F,4870,9.9,210,coronal,20,Gallocyanin,2,Chiroptera
883,Myotis bechsteini,M,807,8,265,coronal,10,Cresylviolet,3,Chiroptera
884,Myotis bocagei,F,2794,7.3,181,coronal,20,Cresylviolet,2,Chiroptera
885,Myotis bocagei,M,3799,6.6,191,coronal,20,Gallocyanin,2,Chiroptera
886,Myotis bocagei,F,3800,6.9,186,coronal,20,Cresylviolet,2,Chiroptera
887,Myotis dasycneme,M,804,15,310,coronal,10,Cresylviolet Perdrau,3 incomplete,Chiroptera
888,Myotis myotis,M,803,28,490,coronal,20,Cresylviolet Heidenhain-Woelke,3 3,Chiroptera
889,Myotis myotis,M,805,25,480,coronal,10,Cresylviolet,5,Chiroptera
890,Myotis myotis,M,806,25,500,sagittal,10,Cresylviolet Heidenhain-Woelke Azan Hematoxylin Gomori Palmgren Perdrau,10 incomplete incomplete incomplete incomplete incomplete incomplete,Chiroptera
891,Myotis myotis,F,811,25,480,coronal,10,Cresylviolet,5,Chiroptera
892,Myotis myotis,M,812,20,450,coronal,10,Cresylviolet,5,Chiroptera
893,Myotis nattereri,M,808,7,220,coronal,10,Cresylviolet Perdrau,3 incomplete,Chiroptera
894,Myotis nigricans,F,K 86,4.7,140,coronal,20,Hematoxylin Heidenhain-Woelke,2 4,Chiroptera
895,Myotis nigricans,M,K 171,4.4,140,coronal,20,Hematoxylin Heidenhain-Woelke,2 4,Chiroptera
896,Myotis nigricans,F,K 195,3.9,140,coronal,20,Hematoxylin Heidenhain-Woelke,2 4,Chiroptera
897,Myotis nigricans ssp.,F,4360,7.4,163,coronal,20,Gallocyanin,2,Chiroptera
898,Myotis nigricans ssp.,M,4365,5.7,153,coronal,20,Gallocyanin,2,Chiroptera
899,Myotis nigricans ssp.,F,4366,6.2,154,coronal,20,Gallocyanin,2,Chiroptera
900,Myotis siligorensis,F,4724,3.8,116,coronal,20,Gallocyanin,2,Chiroptera
901,Myotis siligorensis,F,4725,3,101,coronal,20,Gallocyanin,2,Chiroptera
902,Myotis siligorensis,F,4918,3.1,97,coronal,20,Gallocyanin,2,Chiroptera
903,Pipistrellus babu,F,4726,5.7,103,coronal,20,Gallocyanin,2,Chiroptera
904,Pipistrellus babu,F,4727,4.6,98,coronal,20,Gallocyanin,2,Chiroptera
905,Pipistrellus babu,F,4728,4.6,87,coronal,20,Gallocyanin,2,Chiroptera
906,Pipistrellus ceylonicus,M,4730,10.4,179,coronal,20,Gallocyanin,2,Chiroptera
907,Pipistrellus ceylonicus,M,4731,10,196,coronal,20,Gallocyanin,2,Chiroptera
908,Pipistrellus ceylonicus,F,4736,9.9,178,coronal,20,Gallocyanin,2,Chiroptera
909,Pipistrellus circumdatus,M,4922,10,249,coronal,20,Gallocyanin,2,Chiroptera
910,Pipistrellus circumdatus,M,4923,9.5,219,coronal,20,Gallocyanin,2,Chiroptera
911,Pipistrellus circumdatus,F,4926,9.699999999999999,228,coronal,20,Gallocyanin,2,Chiroptera
912,Pipistrellus crassulus,F,3803,6.5,131,coronal,20,Cresylviolet,2,Chiroptera
913,Pipistrellus crassulus,M,3804,5.8,137,coronal,20,Cresylviolet,2,Chiroptera
914,Pipistrellus crassulus,M,3805,6,135,coronal,20,Cresylviolet,2,Chiroptera
915,Pipistrellus imbricatus,F,2174,6.4,140,coronal,20,Hematoxylin,2,Chiroptera
916,Pipistrellus imbricatus,F,2176,7.1,130,coronal,20,Gallocyanin,2,Chiroptera
917,Pipistrellus imbricatus,F,2179,7.5,140,coronal,20,Gallocyanin,2,Chiroptera
918,Pipistrellus javanicus,M,4738,4.9,120,coronal,20,Gallocyanin,2,Chiroptera
919,Pipistrellus javanicus,M,4739,4.2,113,coronal,20,Gallocyanin,2,Chiroptera
920,Pipistrellus javanicus,F,4740,4.4,124,coronal,20,Gallocyanin,2,Chiroptera
921,Pipistrellus mimus,M,4741,3.6,105,coronal,20,Gallocyanin,2,Chiroptera
922,Pipistrellus mimus,F,4745,3.6,85,coronal,20,Gallocyanin,2,Chiroptera
923,Pipistrellus mimus,F,4747,4.9,97,coronal,20,Gallocyanin,2,Chiroptera
924,Pipistrellus nanus,F,2796,3.9,107,coronal,20,Gallocyanin,2,Chiroptera
925,Pipistrellus nanus,M,2798,3.9,102,coronal,20,Gallocyanin,2,Chiroptera
926,Pipistrellus nanus,F,2800,3.7,95,coronal,20,Cresylviolet,2,Chiroptera
927,Pipistrellus pulveratus,M,4752,4.4,144,coronal,20,Gallocyanin,2,Chiroptera
928,Pipistrellus pulveratus,M,4753,5.4,147,coronal,20,Gallocyanin,2,Chiroptera
929,Pipistrellus pulveratus,F,4756,5.6,144,coronal,20,Gallocyanin,2,Chiroptera
930,Pipistrellus subflavus,F,4005,5.7,122,coronal,20,Gallocyanin,2,Chiroptera
931,Pipistrellus subflavus,M,4006,4.9,127,coronal,20,Gallocyanin,2,Chiroptera
932,Pipistrellus tenuis,F,3417,5.5,116,coronal,20,Gallocyanin,2,Chiroptera
933,Pipistrellus tenuis,F,3418,5.2,119,coronal,20,Gallocyanin,2,Chiroptera
934,Pipistrellus tenuis,M,3422,5.2,110,coronal,20,Gallocyanin,2,Chiroptera
935,Scotozous dormeri,M,4761,6.3,141,coronal,20,Gallocyanin,2,Chiroptera
936,Scotozous dormeri,F,4764,6.4,140,coronal,20,Gallocyanin,2,Chiroptera
937,Scotozous dormeri,F,4766,7.2,154,coronal,20,Gallocyanin,2,Chiroptera
938,Nyctalus noctula,M,4938,26.5,351,coronal,20,Gallocyanin,2,Chiroptera
939,Nyctalus noctula,M,4942,30.4,377,coronal,20,Gallocyanin,2,Chiroptera
940,Nyctalus noctula,M,4943,29.3,380,coronal,20,Gallocyanin,2,Chiroptera
941,Nyctalus stenopterus,M,2185,21.9,245,coronal,20,Gallocyanin,2,Chiroptera
942,Nyctalus stenopterus,F,2187,15.7,260,coronal,20,Gallocyanin,2,Chiroptera
943,Nyctalus stenopterus,F,2188,13.9,240,coronal,20,Gallocyanin,2,Chiroptera
944,Glischropus tylopus,M,2162,4.3,100,coronal,20,Gallocyanin Heidenhain-Woelke,2 4,Chiroptera
945,Glischropus tylopus,F,2163,5.3,90,coronal,20,Gallocyanin Heidenhain-Woelke,2 4,Chiroptera
946,Glischropus tylopus,F,2164,5.8,95,coronal,20,Gallocyanin Heidenhain-Woelke,2 4,Chiroptera
947,Eptesicus brasiliensis,F,K 116,8.9,180,coronal,20,Hematoxylin Heidenhain-Woelke,2 4,Chiroptera
948,Eptesicus brasiliensis,M,K 169,9,210,coronal,20,Hematoxylin Heidenhain-Woelke,2 4,Chiroptera
949,Eptesicus brasiliensis,F,K 191,9,210,coronal,20,Hematoxylin Heidenhain-Woelke,2 4,Chiroptera
950,Eptesicus brasil. melanopterus,F,4368,8.199999999999999,196,coronal,20,Gallocyanin,2,Chiroptera
951,Eptesicus brasil. melanopterus,M,4369,9.199999999999999,183,coronal,20,Gallocyanin,2,Chiroptera
952,Eptesicus brasil. melanopterus,M,4370,9.300000000000001,180,coronal,20,Gallocyanin,2,Chiroptera
953,Eptesicus flavescens,M,2803,9.1,191,coronal,20,Cresylviolet,2,Chiroptera
954,Eptesicus flavescens,F,2804,11.8,188,coronal,20,Gallocyanin,2,Chiroptera
955,Eptesicus fuscus,M,3108,13.6,238,coronal,20,Gallocyanin,2,Chiroptera
956,Eptesicus pumilus,F,1876,5.5,144,coronal,20,Hematoxylin Heidenhain-Woelke,2 4,Chiroptera
957,Eptesicus pumilus,F,1877,5.8,116,coronal,20,Hematoxylin Heidenhain-Woelke,2 4,Chiroptera
958,Eptesicus serotinus andersoni,M,4946,18.8,321,coronal,20,Gallocyanin,2,Chiroptera
959,Eptesicus serotinus andersoni,M,4947,22.8,340,coronal,20,Gallocyanin,2,Chiroptera
960,Eptesicus serotinus andersoni,M,4948,21.8,361,coronal,20,Gallocyanin,3,Chiroptera
961,Ia io,M,4768,53.3,761,coronal,20,Gallocyanin,3,Chiroptera
962,Tylonycteris minor,M,4951,3,61,coronal,20,Gallocyanin,2,Chiroptera
963,Tylonycteris minor,M,4954,3.1,62,coronal,20,Gallocyanin,2,Chiroptera
964,Tylonycteris minor,M,4956,3.6,63,coronal,20,Gallocyanin,2,Chiroptera
965,Tylonycteris pachypus,M,2195,4.1,70,coronal,20,Gallocyanin Heidenhain-Woelke,2 4,Chiroptera
966,Tylonycteris pachypus,M,2196,4.3,74,coronal,20,Gallocyanin Heidenhain-Woelke,2 4,Chiroptera
967,Tylonycteris pachypus,F,2203,5.1,73,coronal,20,Hematoxylin Heidenhain-Woelke,2 4,Chiroptera
968,Tylonycteris pachypus,F,2204,4.7,80,coronal,20,Gallocyanin Heidenhain-Woelke,2 4,Chiroptera
969,Tylonycteris robustula,M,2207,10.5,125,coronal,20,Gallocyanin Heidenhain-Woelke,2 4,Chiroptera
970,Tylonycteris robustula,M,2208,8.9,125,coronal,20,Gallocyanin Heidenhain-Woelke,2 4,Chiroptera
971,Tylonycteris robustula,F,2218,7.9,112,coronal,6,Cell body Merker,4,Chiroptera
972,Tylonycteris robustula,F,2219,8.4,120,coronal,20,Hematoxylin Heidenhain-Woelke,2 4,Chiroptera
973,Hesperoptenus blanfordi,M,4873,7.5,158,coronal,20,Gallocyanin,2,Chiroptera
974,Hesperoptenus blanfordi,M,4880,6.7,159,coronal,20,Gallocyanin,2,Chiroptera
975,Hesperoptenus blanfordi,F,4881,7.8,164,coronal,20,Gallocyanin,2,Chiroptera
976,Glauconycteris humeralis,F,3816,5.4,152,coronal,20,Cresylviolet,2,Chiroptera
977,Glauconycteris humeralis,M,3817,5.5,134,coronal,20,Cresylviolet,2,Chiroptera
978,Glauconycteris humeralis,M,3818,5.6,145,coronal,20,Gallocyanin,2,Chiroptera
979,Glauconycteris poensis,M,3819,8.6,205,coronal,20,Cresylviolet,2,Chiroptera
980,Chalinolobus gouldi,M,1878,11.6,239,coronal,20,Cresylviolet Heidenhain -Woelke,2 4,Chiroptera
981,Chalinolobus gouldi,F,1937,11.8,252,coronal,20,Cresylviolet Heidenhain-Woelke,2 4,Chiroptera
982,Chalinolobus morio,F,1879,7.9,180,coronal,20,Gallocyanin Heidenhain-Woelke,2 4,Chiroptera
983,Chalinolobus morio,F,1880,8.4,185,coronal,20,Hematoxylin Heidenhain-Woelke,2 4,Chiroptera
984,Nycticeius balstoni,F,3423,9.1,158,coronal,20,Gallocyanin,2,Chiroptera
985,Rhogeessa parvula,F,K 115,3.8,100,coronal,20,Hematoxylin Heidenhain-Woelke,2 4,Chiroptera
986,Rhogeessa parvula,F,K 127,3.7,120,coronal,20,Hematoxylin Heidenhain-Woelke,2 4,Chiroptera
987,Rhogeessa parvula,F,K 214,5.1,110,coronal,20,Hematoxylin Heidenhain-Woelke,2 4,Chiroptera
988,Rhogeessa parvula,F,5073,6.1,139,coronal,20,Gallocyanin,2,Chiroptera
989,Scotomanes ornatus,M,4882,23.9,396,coronal,20,Gallocyanin,3,Chiroptera
990,Scotomanes ornatus,M,4883,19.6,372,coronal,20,Gallocyanin,3,Chiroptera
991,Thainycteris aureocallaris,M,5080,14.6,322,coronal,20,Gallocyanin,2,Chiroptera
992,Thainycteris aureocallaris,M,5081,18,318,coronal,20,Gallocyanin,2,Chiroptera
993,Thainycteris aureocallaris,M,5082,16.5,373,coronal,20,Gallocyanin,2,Chiroptera
994,Scotophilus dinganii,M,2807,23.4,450,coronal,20,Cresylviolet Heidenhain-Woelke,2 4,Chiroptera
995,Scotophilus dinganii,M,2808,20.1,435,coronal,20,Cresylviolet Heidenhain-Woelke,2 4,Chiroptera
996,Scotophilus dinganii,M,2815,25.8,437,coronal,20,Cresylviolet Heidenhain-Woelke,2 4,Chiroptera
997,Scotophilus heathi,F,4776,32.1,475,coronal,20,Gallocyanin,3,Chiroptera
998,Scotophilus heathi,M,4780,31.7,474,coronal,20,Gallocyanin,3,Chiroptera
999,Scotophilus heathi,M,4781,31.2,474,coronal,20,Gallocyanin,2,Chiroptera
1000,Scotophilus kuhli,M,2227,20.2,340,coronal,20,Gallocyanin,2,Chiroptera
1001,Scotophilus kuhli,M,2232,20.1,340,coronal,20,Gallocyanin,2,Chiroptera
1002,Scotophilus kuhli,M,2236,20.2,340,coronal,20,Gallocyanin,2,Chiroptera
1003,Scotophilus kuhli,F,2238,17.7,310,coronal,20,Gallocyanin,2,Chiroptera
1004,Lasiurus borealis,F,K 276,7.8,170,coronal,20,Hematoxylin Heidenhain-Woelke,2 4,Chiroptera
1005,Miniopterus australis,M,1883,7,203,coronal,20,Cresylviolet Heidenhain-Woelke,2 4,Chiroptera
1006,Miniopterus australis,F,1884,7.1,205,coronal,20,Cresylviolet Heidenhain-Woelke,2 4,Chiroptera
1007,Miniopterus haradai,M,4791,8.6,219,coronal,20,Gallocyanin,2,Chiroptera
1008,Miniopterus haradai,F,4793,8.6,223,coronal,20,Gallocyanin,2,Chiroptera
1009,Miniopterus haradai,M,4794,8.699999999999999,241,coronal,20,Gallocyanin,2,Chiroptera
1010,Miniopterus inflatus,M,2819,15.2,325,coronal,20,Cresylviolet,2,Chiroptera
1011,Miniopterus inflatus,F,2821,15.6,317,coronal,20,Gallocyanin,2,Chiroptera
1012,Miniopterus inflatus,F,2822,16.5,339,coronal,20,Gallocyanin,2,Chiroptera
1013,Miniopterus magnater,M,4798,16.2,319,sagittal,10,Cell body Merker,5,Chiroptera
1014,Miniopterus magnater,F,4799,14.4,342,coronal,20,Gallocyanin,2,Chiroptera
1015,Miniopterus magnater,M,4803,13.7,335,coronal,20,Gallocyanin,2,Chiroptera
1016,Miniopterus magnater,M,4804,13.9,322,coronal,20,Gallocyanin,2,Chiroptera
1017,Miniopterus medius,M,3426,8.9,219,coronal,20,Gallocyanin,2,Chiroptera
1018,Miniopterus medius,M,3427,8.6,213,coronal,22,Gallocyanin,2,Chiroptera
1019,Miniopterus medius,F,3428,8.6,218,coronal,20,Gallocyanin,2,Chiroptera
1020,Miniopterus schreibersi ssp.,M,3434,11.7,269,coronal,20,Gallocyanin,2,Chiroptera
1021,Miniopterus schreibersi ssp.,M,3438,11.2,259,coronal,20,Gallocyanin,2,Chiroptera
1022,Miniopterus schreibersi ssp.,F,3439,12.7,266,coronal,20,Gallocyanin,2,Chiroptera
1023,Miniopterus schreib. arenarius,M,2831,10,234,coronal,20,Gallocyanin,2,Chiroptera
1024,Miniopterus schreib. arenarius,F,2833,9.800000000000001,240,coronal,20,Cresylviolet,2,Chiroptera
1025,Miniopterus schreib. arenarius,F,2835,11.6,253,coronal,20,Cresylviolet,2,Chiroptera
1026,Miniopterus schreib. blepotis,M,1881,13.5,314,coronal,20,Cresylviolet,2,Chiroptera
1027,Miniopterus schreib. blepotis,F,1882,15.1,313,coronal,20,Hematoxylin Heidenhain-Woelke,2 4,Chiroptera
1028,Miniopterus tristis,M,3445,17.3,340,coronal,20,Cresylviolet,2,Chiroptera
1029,Miniopterus tristis,M,3446,17.3,341,coronal,20,Gallocyanin,2,Chiroptera
1030,Miniopterus tristis,F,3448,12.6,327,coronal,20,Gallocyanin,2,Chiroptera
1031,Murina cyclotis cyclotis,F,4805,8.1,238,coronal,20,Gallocyanin,2,Chiroptera
1032,Murina cyclotis cyclotis,M,4981,6.1,259,coronal,20,Gallocyanin,2,Chiroptera
1033,Murina cyclotis peninsularis,M,4975,8.5,289,coronal,20,Gallocyanin,2,Chiroptera
1034,Murina cyclotis peninsularis,F,4976,8.800000000000001,274,coronal,20,Gallocyanin,2,Chiroptera
1035,Murina huttoni rubella,F,4977,9,251,coronal,20,Gallocyanin,2,Chiroptera
1036,Murina huttoni rubella,F,4978,9,256,coronal,20,Gallocyanin,2,Chiroptera
1037,Murina huttoni rubella,F,4980,8.699999999999999,268,coronal,20,Gallocyanin,2,Chiroptera
1038,Murina tubinaris,F,4806,4.5,205,coronal,20,Gallocyanin,2,Chiroptera
1039,Murina tubinaris,F,4895,6.4,229,coronal,20,Gallocyanin,2,Chiroptera
1040,Harpiocephalus harpia,M,4894,13.5,442,coronal,20,Gallocyanin,3,Chiroptera
1041,Kerivoula papillosa,M,2161,10.1,310,coronal,20,Cresylviolet Heidenhain-Woelke Gallocyanin,2 4 incomplete,Chiroptera
1042,Kerivoula pellucida,F,4896,4.1,203,coronal,20,Gallocyanin,2,Chiroptera
