CHECK,KEY,Genus,Species,Brain Vol,BV SD,Brain Mass,BM SD,Body,Body SD,Sex,N,Age,Reference,Source,Notes
0,Pygathrix_nemaeus,Pygathrix,nemaeus,,,77,,7500,,NA,1,Adult,47,Stephan 1981,
0,Pygathrix_nemaeus,,,92.37012422240774,,95.69544869441444,,10886.4,,,4,Adult,48,Isler et al 2008,
0,Rhinopithecus_roxellana,,,114.38611666666668,,118.50401686666667,,,,,6,Adult,48,Isler et al 2008,
0,Saguinus_fuscicollis,,,7.923043415888605,,8.208272978860593,,401.1428571428572,,,31,Adult,48,Isler et al 2008,
0,Saguinus_fuscicollis,,,,,7.2,,320,,,2,Adult,47,Hartwig et al 2011,
0,Saguinus_geoffroyi,Saguinus,geoffroyi,,,19.9,,793,,M&F,8,Adult,47,Crile & Quiring 1940,
0,Saguinus_geoffroyi,Saguinus,geoffroyi,,,24,,903,,M,8,Adult,47,Crile & Quiring 1940,
0,Saguinus_geoffroyi,Saguinus,geoffroyi,,,8.85,,453,,F,1,Adult,47,Hrdlicka 1925,
0,Saguinus_geoffroyi,Saguinus,geoffroyi,,,12.39,,567,,F,1,Adult,47,Hrdlicka 1925,
0,Saguinus_geoffroyi,Saguinus,geoffroyi,,,12.39,,482,,M,1,NA,47,Hrdlicka 1925,
0,Saguinus_geoffroyi,Saguinus,geoffroyi,,,10.62,,510,,M,1,NA,47,Hrdlicka 1925,
0,Saguinus_geoffroyi,Saguinus,geoffroyi,,,12.39,,510,,M,1,NA,47,Hrdlicka 1925,
0,Saguinus_geoffroyi,Saguinus,geoffroyi,,,44.28,,,,F,1,NA,47,Hrdlicka 1925,
0,Saguinus_geoffroyi,Saguinus,geoffroyi,,,10,,546,,M,1,Adult,47,Sherwood,
0,Saguinus_geoffroyi,Saguinus,geoffroyi,,,10.5,,546,,M,1,Adult,47,Sherwood,
0,Saguinus_geoffroyi,,,10.11813845810989,,10.482391442601848,,514.6875,,,25,Adult,48,Isler et al 2008,
0,Saguinus_geoffroyi,,,,,10.933333333333332,,391.16666666666674,,,6,Adult,47,Hartwig et al 2011,
0,Saguinus_leucopus,,,9.701980495822154,,10.051251793671751,,519.6666666666666,,,12,Adult,48,Isler et al 2008,
0,Saguinus_leucopus,,,,,10,,315.3333333333333,,,3,Adult,47,Hartwig et al 2011,
0,Saguinus_midas,Saguinus,midas,,,10.3,,340,,NA,2,Not Adult,47,Stephan 1981,
0,Saguinus_midas,,,9.770946968770401,,10.122701059646136,,425,,,15,Adult,48,Isler et al 2008,
0,Saguinus_mystax,,,11.13723531917718,,11.53817579066756,,598.8333333333334,,,8,Adult,48,Isler et al 2008,
0,Saguinus_mystax,,,,,11.5,,435,,,5,Adult,47,Hartwig et al 2011,
0,Saguinus_niger,Saguinus,niger,,,24,,361,,F,1,Not Adult,47,Spitzka 1903,
0,Saguinus_niger,Saguinus,niger,,,8.4,,225,,NA,1,Adult,47,Warncke 1908,
0,Saguinus_oedipus,Saguinus,oedipus,,,9.7,0.6,370,85,F,47,Adult,47,Bronson 1981,
0,Saguinus_oedipus,Saguinus,oedipus,,,9.2,0.6,370,66,M,59,Adult,47,Bronson 1981,
0,Saguinus_oedipus,Saguinus,oedipus,,,10,,333,,F,1,Adult,47,Sherwood,
0,Saguinus_oedipus,Saguinus,oedipus,,,10,,411,,M,1,Adult,47,Sherwood,
0,Saguinus_oedipus,Saguinus,oedipus,,,10,,380,,NA,3,Adult,47,Stephan 1981,
0,Saguinus_oedipus,Saguinus,oedipus,,,9.4,,205,,NA,1,Adult,47,Warncke 1908,
0,Saguinus_oedipus,Saguinus,oedipus,,,9.2,,221,,NA,1,Adult,47,Warncke 1908,
0,Saguinus_oedipus,,,9.705594866545502,,10.05499628174114,,427.0816326530612,,,51,Adult,48,Isler et al 2008,
0,Saguinus_oedipus,,,,,10.232432432432432,,342.4054054054054,,,37,Adult,47,Hartwig et al 2011,
0,Saimiri_boliviensis,Saimiri,boliviensis,,,24.1,,750,,F,1,Adult,47,Sherwood,
0,Saimiri_boliviensis,,,25.63694682081225,,26.55987690636149,,940,,,2,Adult,48,Isler et al 2008,
0,Saimiri_oerstedii,Saimiri,oerstedii,,,25,,603,,F,3,Adult,47,Crile & Quiring 1940,
0,Saimiri_oerstedii,Saimiri,oerstedii,,,19.9,,607,,M&F,60,Adult,47,Crile & Quiring 1940,
0,Saimiri_oerstedii,Saimiri,oerstedii,,,19.4,,167,,NA,2,Infant,47,Crile & Quiring 1940,
0,Saimiri_oerstedii,Saimiri,oerstedii,,,22,,240,,NA,2,Juvenile,47,Crile & Quiring 1940,
0,Saimiri_oerstedii,Saimiri,oerstedii,,,25.3,,907,,M,3,NA,47,Crile & Quiring 1940,
0,Saimiri_oerstedii,,,24.974957333333336,,25.874055797333337,,1132,,,15,Adult,48,Isler et al 2008,
0,Saimiri_sciureus,Saimiri,sciureus,,,25,2.4,720,150,M,32,Adult,47,Bronson 1981,
0,Saimiri_sciureus,Saimiri,sciureus,,,23.1,1.8,580,85,F,58,Adult,47,Bronson 1981,
0,Saimiri_sciureus,Saimiri,sciureus,22.4,,23.2064,,,,NA,1,NA,47,Haug 1987,
0,Saimiri_sciureus,Saimiri,sciureus,23.1,0.8,23.9316,0.8288,900,200,M&F,4,Adult,47,Rilling 1999,"3 males, 1 female; Age class estimated from body mass"
0,Saimiri_sciureus,Saimiri,sciureus,,,24,,660,,NA,1,Not Adult,47,Stephan 1981,
0,Saimiri_sciureus,Saimiri,sciureus,,,23.5,,328.5,,NA,1,Adult,47,Warncke 1908,
0,Saimiri_sciureus,Saimiri,sciureus,,,21.2,,365,,NA,1,Adult,47,Warncke 1908,
0,Saimiri_sciureus,,,23.620972227132633,,24.47132722730941,,814.6710526315788,,,101,Adult,48,Isler et al 2008,
0,Saimiri_sciureus,,,,,22.92941176470589,,638.3529411764706,,,17,Adult,47,Hartwig et al 2011,
0,Semnopithecus_entellus,Semnopithecus,entellus,,,117,,6647,,M,1,NA,47,Spitzka 1903,
0,Semnopithecus_entellus,Semnopithecus,entellus,,,111.5,,7010,,NA,1,Adult,47,Warncke 1908,
0,Semnopithecus_entellus,Semnopithecus,entellus,,,105,,4400,,NA,1,Subadult,47,Warncke 1908,
0,Semnopithecus_entellus,,,110.92718794849311,,114.92056671463888,,14742,,,2,Adult,48,Isler et al 2008,
SP.,Semopithecus_sp.,Semopithecus,sp.,,,67.2,,,,NA,1,NA,47,Warncke 1908,
SP.,Semopithecus_sp.,Semopithecus,sp.,,,55.8,,1375,,NA,1,Juvenile,47,Warncke 1908,
0,Simias_concolor,Simias,concolor,,,381,,,,NA,1,NA,47,Warncke 1908,
0,Symphalangus_syndactylus,Symphalangus,syndactylus,,,139.5,,12701,,F,1,Adult,47,Hrdlicka 1925,
0,Symphalangus_syndactylus,Symphalangus,syndactylus,,,128,,11793,,F,1,Adult,47,Hrdlicka 1925,
0,Symphalangus_syndactylus,Symphalangus,syndactylus,,,133,,12744,,M,1,Adult,47,Hrdlicka 1925,
0,Symphalangus_syndactylus,Symphalangus,syndactylus,,,138.7,,11450,,M,1,Adult,47,Sherwood,
0,Symphalangus_syndactylus,Symphalangus,syndactylus,,,104,,2774,,NA,1,Juvenile,47,Warncke 1908,
0,Symphalangus_syndactylus,,,123.82518878138649,,128.2828955775164,,10571.222222222224,,,39,Adult,48,Isler et al 2008,
0,Tarsius_bancanus,Tarsius,bancanus,,,2.7,,77.6,,F,1,Adult,47,Sherwood,
0,Tarsius_bancanus,,,3.164844062791822,,3.2787784490523277,,110.72727272727272,,,19,Adult,48,Isler et al 2008,
0,Tarsius_syrichta,,,3.3587215555555554,,3.4796355315555556,,,,,9,Adult,48,Isler et al 2008,
0,Tarsius_tarsier,Tarsius,tarsier,,,3.6,,125,,NA,2,NA,47,Stephan 1981,
0,Theropithecus_gelada,Theropithecus,gelada,,,130,,7710,,F,1,Adult,47,Hrdlicka 1925,
0,Theropithecus_gelada,Theropithecus,gelada,,,124,,3570,,NA,1,Juvenile,47,Warncke 1908,
0,Theropithecus_gelada,,,131.69616296296297,,136.43722482962966,,15150,,,27,Adult,48,Isler et al 2008,
0,Trachypithecus_cristatus,,,57.09219501710715,,59.14751403772301,,6300.312,,,30,Adult,48,Isler et al 2008,
0,Trachypithecus_francoisi,Trachypithecus,francoisi,,,102.1,,9100,,M,1,Adult,47,Sherwood,
0,Trachypithecus_francoisi,Trachypithecus,francoisi,,,86.7,,9100,,F,1,Adult,47,Sherwood,
0,Trachypithecus_francoisi,Trachypithecus,francoisi,,,91.2,,,,M,1,Juvenile,47,Sherwood,
0,Trachypithecus_geei,,,97.89121,,101.41529356,,,,,1,Adult,48,Isler et al 2008,
0,Trachypithecus_johnii,,,83.47673155813285,,86.48189389422564,,9752,,,1,Adult,48,Isler et al 2008,
0,Trachypithecus_obscurus,,,61.45033664981147,,63.66254876920468,,6972.678571428572,,,29,Adult,48,Isler et al 2008,
0,Trachypithecus_phayrei,,,74.06978869858182,,76.73630109173077,,7572.555555555555,,,9,Adult,48,Isler et al 2008,
0,Trachypithecus_pileatus,,,103.64084811761228,,107.37191864984632,,11793.5,,,2,Adult,48,Isler et al 2008,
0,Trachypithecus_vetulus,,,61.29247290824967,,63.49900193294666,,6237,,,6,Adult,48,Isler et al 2008,
0,Varecia_rubra,,,31.08391333333334,,32.20293421333334,,,,,3,Adult,48,Isler et al 2008,
0,Varecia_variegata_variegata,Varecia,variegata,,,24,,1250,,F,1,Adult,47,Hrdlicka 1925,emaciated
0,Varecia_variegata_variegata,Varecia,variegata,,,30,,2040,,F,1,Adult,47,Hrdlicka 1925,
0,Varecia_variegata_variegata,Varecia,variegata,,,32,,2720,,F,1,Adult,47,Hrdlicka 1925,
0,Varecia_variegata_variegata,Varecia,variegata,,,31.3,,3062,,M,1,Adult,47,Hrdlicka 1925,
0,Varecia_variegata_variegata,Varecia,variegata,,,31.5,,3000,,NA,1,Adult,47,Stephan 1981,
0,Varecia_variegata_variegata,,,32.12264307477404,,33.2790582254659,,3000,,,9,Adult,48,Isler et al 2008,
