Species,measure_class,Measure,Team,role,Value
Macaca tonkeana,manipulation,Tool_use,Heldstab,primary,0
Macaca tonkeana,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Macaca tonkeana,behavioural_flexibility,Tool_use_report_count,Reader,primary,2
Macaca tonkeana,manipulation,True_Tool_Use,Baker,primary,1
Macaca tonkeana,vocalization,VocalRepertoire,ManyPrimates,secondary,20
Macaca tonkeana,research_effort,Zoological_record_article_count,Reader,primary,26
Macaca tonkeana,hand_morphology,log10_mc2_mm,Baker,primary,1.60465797204787
Macaca tonkeana,hand_morphology,log10_mc3_mm,Baker,primary,1.60195140413352
Mandrillus leucophaeus,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Mandrillus leucophaeus,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Mandrillus leucophaeus,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Mandrillus leucophaeus,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Mandrillus leucophaeus,research_effort,Journal_search_article_count,Reader,primary,3
Mandrillus leucophaeus,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Mandrillus leucophaeus,manipulation,Tool_Manufacture,Baker,primary,0
Mandrillus leucophaeus,manipulation,Tool_use,Baker,secondary,1
Mandrillus leucophaeus,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Mandrillus leucophaeus,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Mandrillus leucophaeus,manipulation,True_Tool_Use,Baker,primary,1
Mandrillus leucophaeus,research_effort,Zoological_record_article_count,Reader,primary,18
Mandrillus leucophaeus,hand_morphology,log10_dp1_mm,Baker,primary,0.944482672150169
Mandrillus leucophaeus,hand_morphology,log10_ip3_mm,Baker,primary,1.36436335461573
Mandrillus leucophaeus,hand_morphology,log10_ip4_mm,Baker,primary,1.25285303097989
Mandrillus leucophaeus,hand_morphology,log10_mc1_mm,Baker,primary,1.54011039494813
Mandrillus leucophaeus,hand_morphology,log10_mc2_mm,Baker,primary,1.72892164637286
Mandrillus leucophaeus,hand_morphology,log10_mc3_mm,Baker,primary,1.73423960443546
Mandrillus leucophaeus,hand_morphology,log10_mc4_mm,Baker,primary,1.71583627516499
Mandrillus leucophaeus,hand_morphology,log10_mc5_mm,Baker,primary,1.7260476681558
Mandrillus leucophaeus,hand_morphology,log10_pp1_mm,Baker,primary,1.24551266781415
Mandrillus leucophaeus,hand_morphology,log10_pp3_mm,Baker,primary,1.54402668100133
Mandrillus leucophaeus,hand_morphology,log10_pp4_mm,Baker,primary,1.44247976906445
Mandrillus sphinx,gait,Duty_Factor,Wimberly,primary,63.9957265
Mandrillus sphinx,manipulation,Extractive_foraging,Heldstab,primary,0
Mandrillus sphinx,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Mandrillus sphinx,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Mandrillus sphinx,gait,Foot_Posture,Wimberly,primary,plantigrade
Mandrillus sphinx,gait,Gait,Wimberly,primary,DSDC
Mandrillus sphinx,handedness,Handedness_index_mean,Caspar,primary,0.034
Mandrillus sphinx,handedness,Handedness_strength_mean,Caspar,primary,0.389
Mandrillus sphinx,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Mandrillus sphinx,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Mandrillus sphinx,research_effort,Journal_search_article_count,Reader,primary,4
Mandrillus sphinx,manipulation,Manipulation_complexity,Heldstab,primary,2.21
Mandrillus sphinx,gait,Phase,Wimberly,primary,56.08974
Mandrillus sphinx,behavioural_flexibility,Social_learning_report_count,Reader,primary,3
Mandrillus sphinx,manipulation,Tool_Manufacture,Baker,primary,0
Mandrillus sphinx,manipulation,Tool_use,Baker,secondary,1
Mandrillus sphinx,manipulation,Tool_use,Heldstab,primary,0
Mandrillus sphinx,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Mandrillus sphinx,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Mandrillus sphinx,manipulation,True_Tool_Use,Baker,primary,1
Mandrillus sphinx,vocalization,VocalRepertoire,Schniter,primary,10
Mandrillus sphinx,research_effort,Zoological_record_article_count,Reader,primary,30
Mandrillus sphinx,hand_morphology,log10_dp1_mm,Baker,primary,0.989004615698537
Mandrillus sphinx,hand_morphology,log10_ip3_mm,Baker,primary,1.35633186001142
Mandrillus sphinx,hand_morphology,log10_ip4_mm,Baker,primary,1.27415784926368
Mandrillus sphinx,hand_morphology,log10_mc1_mm,Baker,primary,1.52706448422355
Mandrillus sphinx,hand_morphology,log10_mc2_mm,Baker,primary,1.70346334188329
Mandrillus sphinx,hand_morphology,log10_mc3_mm,Baker,primary,1.70397882500839
Mandrillus sphinx,hand_morphology,log10_mc4_mm,Baker,primary,1.68336228286028
Mandrillus sphinx,hand_morphology,log10_mc5_mm,Baker,primary,1.7257037861643
Mandrillus sphinx,hand_morphology,log10_pp1_mm,Baker,primary,1.23426412437879
Mandrillus sphinx,hand_morphology,log10_pp3_mm,Baker,primary,1.52986648319192
Mandrillus sphinx,hand_morphology,log10_pp4_mm,Baker,primary,1.47055748521727
Manis pentadactyla,dexterity,Dexterity,Heffner,primary,1
Mellivora capensis,gait,Duty_Factor,Wimberly,primary,62.05
Mellivora capensis,gait,Foot_Posture,Wimberly,primary,plantigrade
Mellivora capensis,gait,Gait,Wimberly,primary,LSDC
Mellivora capensis,gait,Phase,Wimberly,primary,26.14
Mephitis mephitis,gait,Duty_Factor,Wimberly,primary,74.17
Mephitis mephitis,gait,Foot_Posture,Wimberly,primary,digitigrade
Mephitis mephitis,gait,Gait,Wimberly,primary,LSLC
Mephitis mephitis,gait,Phase,Wimberly,primary,25.63
Mesocricetus auratus,gait,Duty_Factor,Wimberly,primary,70
Mesocricetus auratus,gait,Foot_Posture,Wimberly,primary,plantigrade
Mesocricetus auratus,gait,Gait,Wimberly,primary,LSDC
Mesocricetus auratus,gait,Phase,Wimberly,primary,45
Mesopithecus pentelicus,manipulation,Tool_use,Baker,secondary,0
Mesopithecus pentelicus,hand_morphology,log10_mc1_mm,Baker,primary,1.25927524755698
Mesopithecus pentelicus,hand_morphology,log10_mc2_mm,Baker,primary,1.48925516836926
Mesopithecus pentelicus,hand_morphology,log10_mc3_mm,Baker,primary,1.51054501020661
Mesopithecus pentelicus,hand_morphology,log10_mc4_mm,Baker,primary,1.48036630953281
Mesopithecus pentelicus,hand_morphology,log10_mc5_mm,Baker,primary,1.43695733066945
Microcebus coquereli,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Microcebus coquereli,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Microcebus coquereli,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Microcebus coquereli,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Microcebus coquereli,research_effort,Journal_search_article_count,Reader,primary,2
Microcebus coquereli,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Microcebus coquereli,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Microcebus coquereli,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Microcebus coquereli,research_effort,Zoological_record_article_count,Reader,primary,3
Microcebus murinus,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Microcebus murinus,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Microcebus murinus,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Microcebus murinus,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Microcebus murinus,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Microcebus murinus,locomotion,Intermembral_index,Granatosky,primary,72
Microcebus murinus,research_effort,Journal_search_article_count,Reader,primary,44
Microcebus murinus,locomotion,Locomotor_diversity_index,Granatosky,primary,1.37713994283633
Microcebus murinus,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Microcebus murinus,manipulation,Tool_use,Baker,secondary,0
Microcebus murinus,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Microcebus murinus,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Microcebus murinus,research_effort,Zoological_record_article_count,Reader,primary,66
Microcebus murinus,hand_morphology,log10_ip4_mm,Baker,primary,0.608526033577194
Microcebus murinus,hand_morphology,log10_mc3_mm,Baker,primary,0.738780558484369
Microcebus murinus,hand_morphology,log10_mc5_mm,Baker,primary,0.619946654847815
Microcebus murinus,hand_morphology,log10_pp3_mm,Baker,primary,0.702430536445525
Microcebus murinus,hand_morphology,peak_workspace,Baker,primary,-1.56863623584101
Microcebus murinus,hand_morphology,real_size,Baker,primary,0.301029995663981
Microcebus murinus,hand_morphology,relative_size,Baker,primary,-1.04575749056068
Microcebus myoxinus,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Microcebus myoxinus,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Microcebus myoxinus,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Microcebus myoxinus,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Microcebus myoxinus,research_effort,Journal_search_article_count,Reader,primary,2
Microcebus myoxinus,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Microcebus myoxinus,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Microcebus myoxinus,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Microcebus ravelobensis,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Microcebus ravelobensis,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Microcebus ravelobensis,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Microcebus ravelobensis,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Microcebus ravelobensis,research_effort,Journal_search_article_count,Reader,primary,2
Microcebus ravelobensis,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Microcebus ravelobensis,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Microcebus ravelobensis,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Microcebus rufus,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Microcebus rufus,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Microcebus rufus,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Microcebus rufus,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Microcebus rufus,research_effort,Journal_search_article_count,Reader,primary,5
Microcebus rufus,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Microcebus rufus,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Microcebus rufus,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Microcebus rufus,research_effort,Zoological_record_article_count,Reader,primary,8
Microcolobus tugenensis,manipulation,Tool_use,Baker,secondary,0
Microcolobus tugenensis,hand_morphology,log10_mc4_mm,Baker,primary,1.48287358360875
Micromys minutus,gait,Duty_Factor,Wimberly,primary,65.63
Micromys minutus,gait,Foot_Posture,Wimberly,primary,plantigrade
Micromys minutus,gait,Gait,Wimberly,primary,LSDC
Micromys minutus,locomotion,Locomotor_diversity_index,Granatosky,primary,1.36527966118353
Micromys minutus,gait,Phase,Wimberly,primary,34.05
Microsciurus flaviventer,locomotion,Locomotor_diversity_index,Granatosky,primary,1.39151305970536
Microsorex hoyi,dexterity,Dexterity,Heffner,primary,2
Miopithecus talapoin,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Miopithecus talapoin,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Miopithecus talapoin,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Miopithecus talapoin,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Miopithecus talapoin,research_effort,Journal_search_article_count,Reader,primary,2
Miopithecus talapoin,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Miopithecus talapoin,manipulation,Tool_use,Baker,secondary,0
Miopithecus talapoin,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Miopithecus talapoin,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Miopithecus talapoin,vocalization,VocalRepertoire,Schniter,primary,12
Miopithecus talapoin,research_effort,Zoological_record_article_count,Reader,primary,4
Miopithecus talapoin,hand_morphology,log10_ip3_mm,Baker,primary,1.00913206954047
Miopithecus talapoin,hand_morphology,log10_mc1_mm,Baker,primary,1.05403821068487
Miopithecus talapoin,hand_morphology,log10_mc2_mm,Baker,primary,1.24328614608345
Miopithecus talapoin,hand_morphology,log10_mc3_mm,Baker,primary,1.23552844690755
Miopithecus talapoin,hand_morphology,log10_mc5_mm,Baker,primary,1.20803804935318
Miopithecus talapoin,hand_morphology,log10_pp3_mm,Baker,primary,1.17890503828035
Mirza coquereli,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Mirza coquereli,locomotion,Intermembral_index,Granatosky,primary,70
Mirza coquereli,locomotion,Locomotor_diversity_index,Granatosky,primary,1.55871076469281
Mirza coquereli,manipulation,Tool_use,Baker,secondary,0
Mirza coquereli,hand_morphology,log10_ip3_mm,Baker,primary,0.75966784468963
Mirza coquereli,hand_morphology,log10_mc3_mm,Baker,primary,1.02118929906994
Mirza coquereli,hand_morphology,log10_pp3_mm,Baker,primary,0.987219229908005
Monodelphis domestica,gait,Duty_Factor,Wimberly,primary,68.60473333
Monodelphis domestica,gait,Foot_Posture,Wimberly,primary,plantigrade
Monodelphis domestica,gait,Gait,Wimberly,primary,LSDC
Monodelphis domestica,gait,Phase,Wimberly,primary,46.31073333
Moschiola meminna,gait,Duty_Factor,Wimberly,primary,68.17528736
Moschiola meminna,gait,Foot_Posture,Wimberly,primary,unguligrade
Moschiola meminna,gait,Gait,Wimberly,primary,LSLC
Moschiola meminna,gait,Phase,Wimberly,primary,20.76149
Moschus leucogaster,gait,Duty_Factor,Wimberly,primary,72.02
Moschus leucogaster,gait,Foot_Posture,Wimberly,primary,unguligrade
Moschus leucogaster,gait,Gait,Wimberly,primary,LSDC
Moschus leucogaster,gait,Phase,Wimberly,primary,30.21
Mungos mungo,gait,Duty_Factor,Wimberly,primary,60
Mungos mungo,gait,Foot_Posture,Wimberly,primary,digitigrade
Mungos mungo,gait,Gait,Wimberly,primary,LSLC
Mungos mungo,gait,Phase,Wimberly,primary,16
Muntiacus muntjak,gait,Duty_Factor,Wimberly,primary,67.63833992000001
Muntiacus muntjak,gait,Foot_Posture,Wimberly,primary,unguligrade
Muntiacus muntjak,gait,Gait,Wimberly,primary,LSLC
Muntiacus muntjak,gait,Phase,Wimberly,primary,23.41897
Mus musculus,dexterity,Dexterity,Heffner,primary,3
Mus musculus,gait,Duty_Factor,Wimberly,primary,86
Mus musculus,gait,Foot_Posture,Wimberly,primary,plantigrade
Mus musculus,gait,Gait,Wimberly,primary,LSDC
Mus musculus,gait,Phase,Wimberly,primary,40
Muscardinus avellanarius,gait,Duty_Factor,Wimberly,primary,64.25
Muscardinus avellanarius,gait,Foot_Posture,Wimberly,primary,plantigrade
Muscardinus avellanarius,gait,Gait,Wimberly,primary,LSDC
Muscardinus avellanarius,gait,Phase,Wimberly,primary,36.74
Mustela putorius furo,dexterity,Dexterity,Heffner,primary,3
Myocastor coypus,dexterity,Dexterity,Heffner,primary,3
Myocastor coypus,dexterity,Dexterity,Iwaniuk,secondary,3
Myodes glareolus,gait,Duty_Factor,Wimberly,primary,68.34999999999999
Myodes glareolus,gait,Foot_Posture,Wimberly,primary,plantigrade
Myodes glareolus,gait,Gait,Wimberly,primary,LSLC
Myodes glareolus,gait,Phase,Wimberly,primary,25.86
Myotis,dexterity,Dexterity,Heffner,primary,1
Myrmecobius fasciatus,gait,Duty_Factor,Wimberly,primary,55
Myrmecobius fasciatus,gait,Foot_Posture,Wimberly,primary,digitigrade
Myrmecobius fasciatus,gait,Gait,Wimberly,primary,LSDC
Myrmecobius fasciatus,gait,Phase,Wimberly,primary,30
Myrmecophaga jubata,dexterity,Dexterity,Heffner,primary,1
Myrmecophaga tridactyla,gait,Duty_Factor,Wimberly,primary,70
Myrmecophaga tridactyla,gait,Foot_Posture,Wimberly,primary,plantigrade
Myrmecophaga tridactyla,gait,Gait,Wimberly,primary,LSDC
Myrmecophaga tridactyla,gait,Phase,Wimberly,primary,27
Mystacina tuberculata,gait,Duty_Factor,Wimberly,primary,60.77757143
Mystacina tuberculata,gait,Gait,Wimberly,primary,LSDC
Mystacina tuberculata,gait,Phase,Wimberly,primary,40.67614286
Nandinia binotata,gait,Duty_Factor,Wimberly,primary,58.93
Nandinia binotata,gait,Gait,Wimberly,primary,LSLC
Nandinia binotata,gait,Phase,Wimberly,primary,21.43
Nanger granti,gait,Duty_Factor,Wimberly,primary,67.38351254
Nanger granti,gait,Foot_Posture,Wimberly,primary,unguligrade
Nanger granti,gait,Gait,Wimberly,primary,LSLC
Nanger granti,gait,Phase,Wimberly,primary,21.0492
Nannodectes gidleyi,manipulation,Tool_use,Baker,secondary,0
Nannodectes gidleyi,hand_morphology,log10_mc1_mm,Baker,primary,0.840106094456758
