Species,Duty_Factor,Foot_Posture,Gait,Phase,Locomotor_diversity_index,Tool_use,log10_dp3_mm,log10_ip3_mm,log10_mc1_mm,log10_mc2_mm,log10_mc3_mm,log10_mc4_mm,log10_mc5_mm,log10_pp3_mm,log10_pp1_mm,Extractive_foraging_reduced_report_count,Extractive_foraging_report_count,Innovation_reduced_report_count,Innovation_report_count,Social_learning_report_count,Tool_use_reduced_report_count,Tool_use_report_count,Zoological_record_article_count,Journal_search_article_count,log10_dp1_mm,log10_ip2_mm,log10_ip4_mm,log10_pp2_mm,log10_pp4_mm,Arboreal_terrestrial,Intermembral_index,VocalRepertoire,Tool_Manufacture,True_Tool_Use,log10_dp2_mm,peak_workspace,real_size,relative_size,Dexterity,Extractive_foraging,Handedness_index_mean,Handedness_strength_mean,Manipulation_complexity,log10_ip5_mm,log10_pp5_mm,log10_dp4_mm,log10_dp5_mm,CM_connection_inference,CST_termination_grade
Okapia johnstoni,60.65281462,unguligrade,LSLC,16.90813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oreopithecus bambolii,NA,NA,NA,NA,NA,0,NA,NA,NA,1.83250891270624,NA,1.81023251799508,NA,NA,1.445604,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22530928172586,NA,1.4945719842302,1.569959,1.68663626926229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oreotragus oreotragus,64.28571429,unguligrade,LSDC,42.85714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ornithorhynchus anatinus,58.59656149,plantigrade,LSDC,44.35640697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orycteropus afer,69.98224148,digitigrade,LSDC,49.46041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oryctolagus cuniculus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oryx gazella,66.66,unguligrade,LSLC,14.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Otolemur crassicaudatus,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1.12710479836481,NA,1.08386080086657,1.13353890837022,NA,1,2,1,2,1,0,0,36,11,NA,NA,1.02551067285258,NA,NA,NA,NA,NA,NA,NA,NA,-1.52287874528034,0.633468455579587,-1.09691001300806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Otolemur garnettii,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1.13353890837022,NA,1.07353506505878,1.16136800223497,NA,0,0,1,1,1,0,0,12,17,NA,NA,0.990782691803138,NA,NA,NA,NA,NA,NA,NA,NA,-1.50863830616573,0.643452676486187,-1.09691001300806,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ovis aries,68,unguligrade,LSDC,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ovis canadensis,59.44028095,unguligrade,LSLC,21.6864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pan paniscus,NA,NA,NA,NA,1.64480703854916,1,NA,1.58239798683762,1.58599405047501,1.92941892571429,NA,1.89317104963452,1.84605862896419,1.73500861754184,1.39733157039113,5,15,4,10,5,18,27,225,64,1.24488709663922,1.47971923543957,1.56038492297202,1.66763970605641,1.6973557755588,A,102,11,0,1,1.21958452621425,-1.53760200210104,1.45636603312904,-0.958607314841775,NA,NA,0.044,0.529,NA,NA,NA,NA,NA,NA,NA
Pan troglodytes,62.77777778,plantigrade,LSDC,48.05556,0.375029668019445,1,NA,1.62867424628968,1.60042832573213,1.95279244304409,1.94987770403687,1.91381385238372,1.86835049964797,1.76696293861804,1.41917593079408,23,217,154,321,214,140,371,755,364,1.26726419731764,1.49468787465115,1.59166277950434,1.6885810163906,1.73523395149908,T,106,12,1,1,1.20798040346916,-1.55284196865778,1.41830129131975,-1,6,1,0.133,0.507,4.38,NA,NA,NA,NA,NA,NA
Panthera leo,68,digitigrade,LSLC,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Panthera onca,64.09999999999999,digitigrade,LSLC,10.256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Panthera tigris,64.41289317,digitigrade,LSLC,20.32129476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Papio anubis,NA,NA,NA,NA,0.164594459315598,1,NA,1.19755621315354,1.52560005256132,1.70573545678801,1.70389295363254,1.68757354768168,1.71049211646599,1.40105572577184,NA,3,8,5,12,4,0,2,43,38,NA,NA,NA,NA,NA,T,97,6,0,1,NA,NA,NA,NA,6,NA,0.108,0.527,NA,NA,NA,NA,NA,NA,NA
Papio cynocephalus,NA,NA,NA,NA,NA,1,NA,1.33162971762993,1.54001646974532,1.71901346164909,1.71525102887885,1.70829339771703,1.73739144997848,1.52087638168834,NA,0,0,0,0,2,0,0,114,41,0.974050902792877,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Papio hamadryas,NA,NA,NA,NA,NA,1,NA,1.24769531669636,1.50198511251838,1.66838591669,1.67486114073781,1.66866541545449,1.69162605324364,1.43067814610777,1.17842415346851,1,10,3,6,1,4,12,78,23,0.970795021767227,1.15691507247749,1.23805622765196,1.3654300918791,1.43107230693574,NA,NA,NA,0,1,1.02472016796507,-1.52287874528034,1.19312459835446,-1,NA,NA,0.066,0.408,NA,NA,NA,NA,NA,NA,NA
Papio papio,NA,NA,NA,NA,NA,1,NA,1.23146959043068,1.46089784275655,1.67833624673218,1.67348169707335,1.66332393362821,1.67778939106886,1.43136376415899,NA,0,5,4,8,3,1,4,8,10,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Papio ursinus,64.76190475999999,plantigrade,DSDC,56.90476,NA,1,NA,NA,NA,1.69019608002851,1.69438580287843,1.67440181284528,NA,NA,NA,2,7,1,4,5,2,4,22,13,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paradoxurus hermaphroditus,74.45999999999999,digitigrade,LSLC,24.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraechinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paragalago zanzibaricus,NA,NA,NA,NA,NA,0,NA,0.7944880466591701,NA,NA,0.951337518795918,NA,NA,0.93801909747621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paralouatta varonai,NA,NA,NA,NA,NA,0,NA,NA,1.41664050733828,1.53019969820308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paranthropus boisei,NA,NA,NA,NA,NA,0,NA,NA,1.66275783168157,NA,1.80685802951882,1.73319726510657,NA,1.65321251377534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61066016308988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.52504480703685,NA,NA,NA,NA
Pecari tajacu,65.17137097,unguligrade,LSLC,23.79032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Perodicticus potto,NA,NA,NA,NA,1.40937422547883,0,NA,NA,NA,NA,1.16435285578444,NA,1.11360915107303,1.19033169817029,NA,0,0,0,0,0,0,0,10,1,NA,NA,1.01003480339762,NA,NA,A,88,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Petaurista leucogenys,NA,NA,NA,NA,1.63042790406195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Petaurus breviceps,61.5,plantigrade,LSDC,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phaner furcifer,NA,NA,NA,NA,NA,0,NA,0.82020145948564,NA,NA,1.04532297878666,NA,NA,1.02118929906994,NA,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phascolarctos cinereus,69.69869844,plantigrade,LSDC,45.50568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philander opossum,62.83527778,plantigrade,DSDC,54.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phocoena phocoena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pierolapithecus catalaunicus,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27415784926368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Piliocolobus badius,NA,NA,NA,NA,1.27618355697741,1,NA,1.30828907792733,1.20668250066112,1.5686709780099,1.57795112772976,1.54903907058317,1.51668838134178,1.46687742136581,NA,0,0,0,0,0,0,0,52,11,NA,1.15587269963883,1.29884322785227,1.37813625748592,1.46751289246993,A,79,17,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Piliocolobus kirkii,NA,NA,NA,NA,NA,0,NA,NA,1.23552844690755,1.55750720190566,1.57170883180869,1.57518784492766,1.54282542695918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Piliocolobus rufomitratus,NA,NA,NA,NA,NA,0,NA,NA,1.25647720624168,1.60852603357719,1.60042832573213,1.59356295225897,1.58035466110659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pithecia aequatorialis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pithecia albicans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pithecia irrorata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pithecia monachus,NA,NA,NA,NA,NA,0,NA,1.17261439739597,1.20065631876379,1.25629897203047,1.32143738546455,1.32896745687304,1.27626729251348,1.30932389515277,1.04047694103668,0,0,0,0,0,0,0,1,NA,NA,0.968030214185169,1.12128274650396,1.19961150071981,1.27802646773925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pithecia pithecia,65.78083963,plantigrade,LSDC,28.91843349,0.746032664714785,0,NA,1.22877960089223,1.18845669594487,1.25536144951748,1.34379441611951,1.35098686542142,1.28916420108846,1.3234921774003,1.06376331586058,0,0,0,0,0,0,0,28,10,NA,1.04381436819536,1.21383885322214,1.22399877744317,1.32670998209922,A,75,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.385,0.9340000000000001,1.86,NA,NA,NA,NA,NA,NA
Plecturocebus donacophilus,NA,NA,NA,NA,NA,0,NA,1.02530586526477,1.02530586526477,NA,NA,NA,1.09342168516224,1.19451434188247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plecturocebus moloch,NA,NA,NA,NA,NA,0,NA,1.02118929906994,NA,NA,1.20411998265592,NA,NA,1.19312459835446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plesiadapis cookei,NA,NA,NA,NA,NA,0,NA,NA,1.05690485133647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plesiadapis insignis,NA,NA,NA,NA,NA,0,NA,0.89209460269048,NA,NA,1.06818586174616,NA,NA,0.934498451243568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plesiadapis tricuspidens,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1.32428245529769,1.39269695325967,1.15986784709257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pongo pygmaeus,NA,NA,NA,NA,1.38150120846112,1,NA,1.67498776643501,1.66086547800387,1.98766626492627,1.97977593272969,1.96731391828708,1.93145787068901,1.86209229269649,1.38731862468566,5,22,1,53,86,60,114,321,47,1.182129214053,1.51454775266029,1.65377191068474,1.76484835719341,1.84011864613901,A,139,10,1,1,1.21537315278342,-1.65757731917779,1.57403126772772,-0.853871964321762,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pongo sp.,NA,NA,NA,NA,2.03067787197455,1,NA,1.67904158435619,1.66903780088516,NA,NA,1.97969250863071,1.92766543928285,1.86042785130777,1.45429211630417,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21817431823764,NA,1.68057344885365,NA,1.86376882402947,A,139,17,1,1,NA,NA,NA,NA,NA,1,-0.225,0.487,3.89,NA,NA,NA,NA,NA,NA
Potorous apicalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Potorous tridactylus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Potos flavus,51.15862271,plantigrade,DSDC,58.32665589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Presbytis comata,NA,NA,NA,NA,NA,0,NA,NA,1.32325210017169,1.5705429398819,1.5854607295085,1.60097289568675,1.5792117802315,NA,NA,0,0,0,0,0,0,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Presbytis frontata,NA,NA,NA,NA,NA,0,NA,NA,NA,1.57564961475522,1.58726184969253,NA,NA,NA,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Presbytis geei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Presbytis melalophos,NA,NA,NA,NA,1.35929449357798,0,NA,NA,1.31175386105575,1.57978359661681,1.59139855128125,1.60530504614111,1.59439255037543,NA,NA,0,0,0,0,0,0,0,6,1,NA,NA,NA,NA,NA,A,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Presbytis potenziani,NA,NA,NA,NA,NA,0,NA,NA,NA,1.55351894014897,1.57472558359407,NA,NA,NA,NA,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Presbytis rubicunda,NA,NA,NA,NA,NA,0,NA,NA,1.29446622616159,1.61721009455743,1.62841163766486,1.60534474736118,1.58877202465496,NA,NA,0,0,0,0,0,0,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Presbytis siamensis,NA,NA,NA,NA,0.914285581467099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Presbytis thomasi,NA,NA,NA,NA,NA,0,NA,NA,NA,1.5912872650585,1.59791447120253,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Presbytis vetulus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Priodontes maximus,59.11835749,digitigrade,DSDC,64.79469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Procavia capensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Procolobus kirkii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,0,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Procolobus pennantii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Procolobus preussi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Procolobus verus,NA,NA,NA,NA,1.27276673020437,0,NA,NA,NA,1.46568021159828,1.49387611085282,NA,NA,NA,NA,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,A,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Procyon lotor,71,NA,LSLC,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prolemur simus,NA,NA,NA,NA,NA,0,NA,1.06818586174616,NA,NA,1.29003461136252,NA,NA,1.24797326636181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Propithecus coquereli,63.27471447,plantigrade,DSDC,62.88913796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Propithecus diadema,NA,NA,NA,NA,0.422365483073509,0,NA,NA,NA,NA,1.60959440922522,NA,1.6031660326527,1.54032947479087,NA,0,0,0,0,0,0,0,28,9,NA,NA,1.42533854827963,NA,NA,A,64,NA,NA,NA,NA,-1.55284196865778,1.09342168516224,-1.04575749056068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Propithecus tattersalli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Propithecus verreauxi,NA,NA,NA,NA,1.37244158736962,0,NA,NA,NA,NA,1.48713837547719,NA,1.43870053290074,1.42160392686983,NA,0,0,0,0,1,0,0,41,13,NA,NA,1.26158004571505,NA,NA,A,59,NA,NA,NA,NA,-1.53760200210104,0.982271233039568,-1.04575749056068,NA,0,NA,NA,1.44,NA,NA,NA,NA,NA,NA
Propithecus verreauxi verreauxi,NA,NA,NA,NA,1.00425154506567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudocheirus peregrinus,58.14084615,plantigrade,DSDC,53.17378571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pteropus edulis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pteropus vampyrus,73.19434535000001,NA,LSDC,29.84214946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
