Species,Species_printed,Measure,Units,Value,Source,first_author,Year,Team,role,source_of_value,upstream_team,reprint_of,sex_scope
Otolemur garnettii,Otolemur garnettii,Endocranial_volume,mL,11.5,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Otolemur garnettii,Otolemur garnettii,Endocranial_volume,mL,10.4,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Otolemur garnettii,Otolemur garnettii,Endocranial_volume,mL,9.83,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Otolemur garnettii,Otolemur garnettii,Endocranial_volume,mL,12.58,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Otolemur garnettii,Otolemur_garnettii,Endocranial_volume,mL,10.7663274452125,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,both
Otolemur monteiri,Otolemur monteiri,Endocranial_volume,mL,11.4,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Pan paniscus,Pan paniscus,Endocranial_volume,mL,326.5,10.7554%2FeLife.77875_Supplementaryfile3.tsv,Caspar,2022,Caspar,primary,"Powell, L. E., Isler, K., & Barton, R. A. (2017). Re-evaluating the link between brain size and behavioural ecology in primates. Proceedings of the Royal Society B: Biological Sciences, 284(1865), 20171765.",Isler,,female
Pan paniscus,Pan paniscus,Endocranial_volume,mL,341.29,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Pan paniscus,Pan_paniscus,Endocranial_volume,mL,326.25,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,Isler et al. 2008,Isler,,female
Pan troglodytes,Pan troglodytes,Endocranial_volume,mL,357.713,10.7554%2FeLife.77875_Supplementaryfile3.tsv,Caspar,2022,Caspar,primary,"Powell, L. E., Isler, K., & Barton, R. A. (2017). Re-evaluating the link between brain size and behavioural ecology in primates. Proceedings of the Royal Society B: Biological Sciences, 284(1865), 20171765.",Isler,,female
Pan troglodytes,Pan troglodytes,Endocranial_volume,mL,391.6,10.1038%2Fsrep24528_TableS1.tsv,Heldstab,2016,Heldstab,secondary,,Isler,Isler; Powell,female
Pan troglodytes,Pan troglodytes,Endocranial_volume,mL,368.35,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Pan troglodytes,Pan troglodytes,Endocranial_volume,mL,390.33,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Pan troglodytes,Pan troglodytes,Endocranial_volume,mL,363.05,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Pan troglodytes,Pan troglodytes,Endocranial_volume,mL,371.74,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Pan troglodytes,Pan_troglodytes,Endocranial_volume,mL,357.712709607931,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,female
Pan troglodytes,Pan troglodytes,Endocranial_volume,mL,475.0,10.1242%2Fjeb.124826_TableS1.tsv,Seymour,2015,Seymour,secondary,,,,unknown
Papio anubis,Papio anubis,Endocranial_volume,mL,156.056,10.7554%2FeLife.77875_Supplementaryfile3.tsv,Caspar,2022,Caspar,primary,"Powell, L. E., Isler, K., & Barton, R. A. (2017). Re-evaluating the link between brain size and behavioural ecology in primates. Proceedings of the Royal Society B: Biological Sciences, 284(1865), 20171765.",Isler,,female
Papio anubis,Papio anubis,Endocranial_volume,mL,167.42,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Papio anubis,Papio_anubis,Endocranial_volume,mL,156.056442293117,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,female
Papio cynocephalus,Papio cynocephalus,Endocranial_volume,mL,163.19,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Papio cynocephalus,Papio_cynocephalus,Endocranial_volume,mL,149.539034687144,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,female
Papio hamadryas,Papio hamadryas,Endocranial_volume,mL,137.0,10.7554%2FeLife.77875_Supplementaryfile3.tsv,Caspar,2022,Caspar,primary,"Powell, L. E., Isler, K., & Barton, R. A. (2017). Re-evaluating the link between brain size and behavioural ecology in primates. Proceedings of the Royal Society B: Biological Sciences, 284(1865), 20171765.",Isler,,female
Papio hamadryas,Papio hamadryas,Endocranial_volume,mL,146.17,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Papio hamadryas,Papio_hamadryas,Endocranial_volume,mL,137.0,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,female
Papio hamadryas,Papio hamadryas,Endocranial_volume,mL,156.5,10.1242%2Fjeb.124826_TableS1.tsv,Seymour,2015,Seymour,secondary,,,,unknown
Papio papio,Papio papio,Endocranial_volume,mL,142.5,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,Elton et al. 2001,,,unknown
Papio ursinus,Papio ursinus,Endocranial_volume,mL,178.0,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,Elton et al. 2001,,,unknown
Papio ursinus,Papio_ursinus,Endocranial_volume,mL,165.0,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,Isler et al. 2008,Isler,,female
Perodicticus potto,Perodicticus potto,Endocranial_volume,mL,12.42,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Perodicticus potto,Perodicticus potto,Endocranial_volume,mL,13.43,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Perodicticus potto,Perodicticus potto,Endocranial_volume,mL,13.62,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Perodicticus potto,Perodicticus potto,Endocranial_volume,mL,11.93,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Perodicticus potto,Perodicticus_potto,Endocranial_volume,mL,12.4982586509524,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,both
Petaurus breviceps,Petaurus breviceps,Endocranial_volume,mL,2.33,10.1242%2Fjeb.124826_TableS1.tsv,Seymour,2015,Seymour,secondary,,,,unknown
Phalanger maculatus,Phalanger maculatus,Endocranial_volume,mL,13.55,10.1242%2Fjeb.124826_TableS1.tsv,Seymour,2015,Seymour,secondary,,,,unknown
Phaner electromontis,Phaner electromontis,Endocranial_volume,mL,7.2,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Phaner pallescens,Phaner pallescens,Endocranial_volume,mL,6.68,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Phaner pallescens,Phaner_pallescens,Endocranial_volume,mL,6.68142142857143,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,both
Phascolarctos cinereus,Phascolarctos cinereus,Endocranial_volume,mL,29.75,10.1242%2Fjeb.124826_TableS1.tsv,Seymour,2015,Seymour,secondary,,,,unknown
Piliocolobus badius,Piliocolobus badius,Endocranial_volume,mL,63.59,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Piliocolobus badius,Piliocolobus badius,Endocranial_volume,mL,64.49,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Piliocolobus badius,Procolobus_badius,Endocranial_volume,mL,61.5199071737742,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,female
Piliocolobus kirkii,Piliocolobus kirkii,Endocranial_volume,mL,57.25,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,Verheyen 1962,,,unknown
Piliocolobus tephrosceles,Piliocolobus tephrosceles,Endocranial_volume,mL,70.95,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Piliocolobus tholloni and foai,Piliocolobus tholloni and foai,Endocranial_volume,mL,76.35,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,Verheyen 1962,,,unknown
Pithecia irrorata,Pithecia_irrorata,Endocranial_volume,mL,37.1,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,both
Pithecia monachus,Pithecia monachus,Endocranial_volume,mL,36.45,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Pithecia monachus,Pithecia_monachus,Endocranial_volume,mL,36.1378444610926,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,both
Pithecia pithecia,Pithecia pithecia,Endocranial_volume,mL,31.474,10.7554%2FeLife.77875_Supplementaryfile3.tsv,Caspar,2022,Caspar,primary,"Powell, L. E., Isler, K., & Barton, R. A. (2017). Re-evaluating the link between brain size and behavioural ecology in primates. Proceedings of the Royal Society B: Biological Sciences, 284(1865), 20171765.",Isler,,female
Pithecia pithecia,Pithecia pithecia,Endocranial_volume,mL,31.6,10.1038%2Fsrep24528_TableS1.tsv,Heldstab,2016,Heldstab,secondary,,Isler,Isler; Powell,female
Pithecia pithecia,Pithecia pithecia,Endocranial_volume,mL,32.26,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Pithecia pithecia,Pithecia_pithecia,Endocranial_volume,mL,31.4742918864164,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,both
Pongo pygmaeus,Pongo pygmaeus,Endocranial_volume,mL,377.38,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Pongo pygmaeus,Pongo pygmaeus,Endocranial_volume,mL,357.11,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Pongo pygmaeus,Pongo pygmaeus,Endocranial_volume,mL,400.1,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Pongo pygmaeus,Pongo pygmaeus,Endocranial_volume,mL,378.52,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Pongo pygmaeus,Pongo_pygmaeus,Endocranial_volume,mL,339.563956530624,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,female
Pongo pygmaeus,Pongo pygmaeus,Endocranial_volume,mL,375.0,10.1242%2Fjeb.124826_TableS1.tsv,Seymour,2015,Seymour,secondary,,,,unknown
Pongo pygmaeus morio,Pongo_pygmaeus_morio,Endocranial_volume,mL,330.134531222436,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,female
Pongo pygmaeus wurmbii,Pongo_pygmaeus_wurmbii,Endocranial_volume,mL,336.630517592132,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,female
Pongo sp.,Pongo sp.,Endocranial_volume,mL,342.811,10.7554%2FeLife.77875_Supplementaryfile3.tsv,Caspar,2022,Caspar,primary,"Powell, L. E., Isler, K., & Barton, R. A. (2017). Re-evaluating the link between brain size and behavioural ecology in primates. Proceedings of the Royal Society B: Biological Sciences, 284(1865), 20171765.",Isler,,female
Pongo sp.,Pongo abelii,Endocranial_volume,mL,349.7,10.1038%2Fsrep24528_TableS1.tsv,Heldstab,2016,Heldstab,secondary,,Isler,Isler; Powell,female
Pongo sp.,Pongo abelii,Endocranial_volume,mL,389.5,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Pongo sp.,Pongo_abelii,Endocranial_volume,mL,346.058221816637,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,female
Presbytis chrysomelas,Presbytis chrysomelas,Endocranial_volume,mL,72.11,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Presbytis comata,Presbytis comata,Endocranial_volume,mL,80.3,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,Female: this study; species mean: Harvey and Clutton-Brock 1985,,,unknown
Presbytis comata,Presbytis_comata,Endocranial_volume,mL,68.0,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,female
Presbytis femoralis,Presbytis femoralis,Endocranial_volume,mL,73.74,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Presbytis femoralis,Presbytis femoralis,Endocranial_volume,mL,73.08,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Presbytis femoralis,Presbytis_femoralis,Endocranial_volume,mL,70.2326611520957,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,Isler et al. 2008,Isler,,female
Presbytis frontata,Presbytis frontata,Endocranial_volume,mL,81.02,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Presbytis frontata,Presbytis_frontata,Endocranial_volume,mL,73.1260971428571,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,female
Presbytis hosei,Presbytis_hosei,Endocranial_volume,mL,60.0222222222222,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,female
Presbytis melalophos,Presbytis melalophos,Endocranial_volume,mL,64.85,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Presbytis melalophos,Presbytis melalophos,Endocranial_volume,mL,66.46,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Presbytis melalophos,Presbytis melalophos,Endocranial_volume,mL,63.26,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Presbytis melalophos,Presbytis_melalophos,Endocranial_volume,mL,61.2724069380904,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,female
Presbytis melalophos,Presbytis melalophos,Endocranial_volume,mL,70.5,10.1242%2Fjeb.124826_TableS1.tsv,Seymour,2015,Seymour,secondary,,,,unknown
Presbytis potenziani,Presbytis_potenziani,Endocranial_volume,mL,56.975,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,female
Presbytis rubicunda,Presbytis rubicunda,Endocranial_volume,mL,71.02,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Presbytis rubicunda,Presbytis rubicunda,Endocranial_volume,mL,70.75,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Presbytis rubicunda,Presbytis_rubicunda,Endocranial_volume,mL,68.7746884977784,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,female
Presbytis siamensis,Presbytis siamensis,Endocranial_volume,mL,60.94,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Presbytis siamensis,Presbytis siamensis,Endocranial_volume,mL,63.05,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Presbytis siamensis,Presbytis siamensis,Endocranial_volume,mL,57.38,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Presbytis siamensis,Presbytis_siamensis,Endocranial_volume,mL,57.1828361761279,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,Isler et al. 2008,Isler,,female
Presbytis thomasi,Presbytis thomasi,Endocranial_volume,mL,72.93,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Presbytis thomasi,Presbytis_thomasi,Endocranial_volume,mL,65.4610033333333,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,female
Procolobus kirkii,Procolobus_kirkii,Endocranial_volume,mL,55.5,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,Isler et al. 2008,Isler,,female
Procolobus pennantii,Procolobus_pennantii,Endocranial_volume,mL,71.6545454545455,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,female
Procolobus rufomitratus,Procolobus_rufomitratus,Endocranial_volume,mL,70.5654156211403,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,female
Procolobus rufomitratus tephrosceles,Procolobus_rufomitratus_tephrosceles,Endocranial_volume,mL,72.4541562114034,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,female
Procolobus verus,Procolobus verus,Endocranial_volume,mL,52.6,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Procolobus verus,Procolobus_verus,Endocranial_volume,mL,51.6287985591947,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,Isler et al. 2008,Isler,,female
Prolemur simus,Prolemur simus,Endocranial_volume,mL,27.14,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Prolemur simus,Prolemur_simus,Endocranial_volume,mL,26.22693,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,both
Propithecus candidus,Propithecus_candidus,Endocranial_volume,mL,37.2,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,female
Propithecus coquereli,Propithecus coquereli,Endocranial_volume,mL,30.19,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Propithecus coquereli,Propithecus_coquereli,Endocranial_volume,mL,28.8617625,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,both
Propithecus deckenii,Propithecus deckenii,Endocranial_volume,mL,30.15,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Propithecus deckenii,Propithecus_deckenii,Endocranial_volume,mL,28.0083215789474,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,both
Propithecus diadema,Propithecus diadema,Endocranial_volume,mL,39.8,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Propithecus diadema,Propithecus_diadema,Endocranial_volume,mL,36.8607515184826,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,both
Propithecus diadema,Propithecus diadema,Endocranial_volume,mL,41.0,10.1242%2Fjeb.124826_TableS1.tsv,Seymour,2015,Seymour,secondary,,,,unknown
Propithecus edwardsi,Propithecus edwardsi,Endocranial_volume,mL,39.49,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Propithecus edwardsi,Propithecus_edwardsi,Endocranial_volume,mL,37.9452626799879,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,both
Propithecus verreauxi,Propithecus verreauxi,Endocranial_volume,mL,26.1,10.1038%2Fsrep24528_TableS1.tsv,Heldstab,2016,Heldstab,secondary,,Isler,Isler; Powell,female
Propithecus verreauxi,Propithecus verreauxi,Endocranial_volume,mL,26.21,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Propithecus verreauxi,Propithecus_verreauxi,Endocranial_volume,mL,25.9983661111111,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,both
Pseudocheirus peregrinus notialis,Pseudocheirus peregrinus notialis,Endocranial_volume,mL,4.73,10.1242%2Fjeb.124826_TableS1.tsv,Seymour,2015,Seymour,secondary,,,,unknown
Pygathrix cinerea,Pygathrix cinerea,Endocranial_volume,mL,94.85,10.7554%2FeLife.77875_Supplementaryfile3.tsv,Caspar,2022,Caspar,primary,"Powell, L. E., Isler, K., & Barton, R. A. (2017). Re-evaluating the link between brain size and behavioural ecology in primates. Proceedings of the Royal Society B: Biological Sciences, 284(1865), 20171765.",Isler,,female
Pygathrix nemaeus,Pygathrix nemaeus,Endocranial_volume,mL,91.41,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Pygathrix nemaeus,Pygathrix_nemaeus,Endocranial_volume,mL,94.85,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,"van Woerden compilation, 89 N=4 females in Lippold in press ATwo 2011",,,both
Pygathrix nigripes,Pygathrix nigripes,Endocranial_volume,mL,82.75,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Pygathrix nigripes,Pygathrix_nigripes,Endocranial_volume,mL,83.7026816666667,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,both
Pygathrix sp.,Pygathrix sp.,Endocranial_volume,mL,85.86,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Rhinopithecus bieti,Rhinopithecus_bieti,Endocranial_volume,mL,114.714285714286,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,both
Rhinopithecus brelichi,Rhinopithecus_brelichi,Endocranial_volume,mL,111.5,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,female
Rhinopithecus roxellana,Rhinopithecus roxellana,Endocranial_volume,mL,115.535,10.7554%2FeLife.77875_Supplementaryfile3.tsv,Caspar,2022,Caspar,primary,"Powell, L. E., Isler, K., & Barton, R. A. (2017). Re-evaluating the link between brain size and behavioural ecology in primates. Proceedings of the Royal Society B: Biological Sciences, 284(1865), 20171765.",Isler,,female
Rhinopithecus roxellana,Rhinopithecus roxellana,Endocranial_volume,mL,117.76,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Rhinopithecus roxellana,Rhinopithecus_roxellana,Endocranial_volume,mL,115.535188888889,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,both
Saguinus bicolor,Saguinus bicolor,Endocranial_volume,mL,9.5,10.1038%2Fsrep24528_TableS1.tsv,Heldstab,2016,Heldstab,secondary,,Powell,Isler; Powell,female
Saguinus bicolor,Saguinus_bicolor,Endocranial_volume,mL,9.2,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,both
Saguinus fuscicollis,Saguinus fuscicollis,Endocranial_volume,mL,7.94,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Saguinus fuscicollis,Saguinus fuscicollis,Endocranial_volume,mL,8.06,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Saguinus fuscicollis,Saguinus fuscicollis,Endocranial_volume,mL,7.98,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Saguinus fuscicollis,Saguinus_fuscicollis,Endocranial_volume,mL,8.16172897424527,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,both
Saguinus geoffroyi,Saguinus geoffroyi,Endocranial_volume,mL,10.14,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Saguinus geoffroyi,Saguinus_geoffroyi,Endocranial_volume,mL,10.0871652389906,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,both
Saguinus imperator,Saguinus imperator,Endocranial_volume,mL,10.7,10.1038%2Fsrep24528_TableS1.tsv,Heldstab,2016,Heldstab,secondary,,Powell,Isler; Powell,female
Saguinus imperator,Saguinus_imperator,Endocranial_volume,mL,10.7,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,both
Saguinus labiatus,Saguinus labiatus,Endocranial_volume,mL,10.0,10.1038%2Fsrep24528_TableS1.tsv,Heldstab,2016,Heldstab,secondary,,Isler,Isler; Powell,female
Saguinus labiatus,Saguinus labiatus,Endocranial_volume,mL,10.01,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Saguinus labiatus,Saguinus_labiatus,Endocranial_volume,mL,10.0117493783912,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,both
Saguinus leucopus,Saguinus leucopus,Endocranial_volume,mL,9.7,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Saguinus leucopus,Saguinus_leucopus,Endocranial_volume,mL,9.75169756784756,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,both
Saguinus midas,Saguinus midas,Endocranial_volume,mL,9.78,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Saguinus midas,Saguinus_midas,Endocranial_volume,mL,9.81056818126224,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,both
Saguinus mystax,Saguinus mystax,Endocranial_volume,mL,11.09,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Saguinus mystax,Saguinus_mystax,Endocranial_volume,mL,10.4171805491055,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,both
Saguinus mystax pileatus,Saguinus_mystax_pileatus,Endocranial_volume,mL,9.66611265627852,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,both
Saguinus niger,Saguinus niger,Endocranial_volume,mL,9.48,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
