"Species","n_sources","n_teams","pooled_g","spread_max_over_min","flag","per_source"
"Macropus giganteus",3,1,69.8,NA,"","Burger2019(Burger,secondary)=69.8 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Macropus greyi",3,1,25,NA,"","Burger2019(Burger,secondary)=25 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Macropus irma",3,1,24.7,NA,"","Burger2019(Burger,secondary)=24.7 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Macropus parryi",3,1,41.3,NA,"","Burger2019(Burger,secondary)=41.3 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Macropus robustus",3,1,59,NA,"","Burger2019(Burger,secondary)=59 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Macrotis lagotis",3,1,6.57,NA,"","Burger2019(Burger,secondary)=6.57 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Macrotis leucura",3,1,4.3,NA,"","Burger2019(Burger,secondary)=4.3 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Macrotus californicus",3,1,0.39,NA,"","Burger2019(Burger,secondary)=0.39 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Madoqua kirkii",3,1,37,NA,"","Burger2019(Burger,secondary)=37 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Makalata didelphoides",3,1,3.45,NA,"","Burger2019(Burger,secondary)=3.45 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Makalata macrura",3,1,3.89,NA,"","Burger2019(Burger,secondary)=3.89 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Malacomys edwardsi",3,1,1.18,NA,"","Burger2019(Burger,secondary)=1.18 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Mandrillus leucophaeus",3,1,148,NA,"","Burger2019(Burger,secondary)=148 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Manis javanica",3,1,13.7,NA,"","Burger2019(Burger,secondary)=13.7 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Manis pentadactyla",3,1,17.64,NA,"","Burger2019(Burger,secondary)=17.64 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Manis tricuspis",3,1,9.4,NA,"","Burger2019(Burger,secondary)=9.4 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Marmosa mexicana",3,1,1,NA,"","Burger2019(Burger,secondary)=1 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Marmosa murina",3,1,1.1,NA,"","Burger2019(Burger,secondary)=1.1 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Marmosa robinsoni",3,1,0.7,NA,"","Burger2019(Burger,secondary)=0.7 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Marmosa rubra",3,1,1.2,NA,"","Burger2019(Burger,secondary)=1.2 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Marmota baibacina",3,1,13.75,NA,"","Burger2019(Burger,secondary)=13.75 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Marmota bobak",3,1,12.56,NA,"","Burger2019(Burger,secondary)=12.56 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Marmota broweri",3,1,13.94,NA,"","Burger2019(Burger,secondary)=13.94 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Marmota caligata",3,1,14.63,NA,"","Burger2019(Burger,secondary)=14.63 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Marmota camtschatica",3,1,12.63,NA,"","Burger2019(Burger,secondary)=12.63 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Marmota caudata",3,1,14.28,NA,"","Burger2019(Burger,secondary)=14.28 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Marmota flaviventris",3,1,12.27,NA,"","Burger2019(Burger,secondary)=12.27 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Marmota himalayana",3,1,16.71,NA,"","Burger2019(Burger,secondary)=16.71 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Marmota marmota",3,1,14.25,NA,"","Burger2019(Burger,secondary)=14.25 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Marmota menzbieri",3,1,11.4,NA,"","Burger2019(Burger,secondary)=11.4 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Marmota monax",3,1,14.185,NA,"","Burger2019(Burger,secondary)=14.19 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Marmota olympus",3,1,15.43,NA,"","Burger2019(Burger,secondary)=15.43 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Marmota sibirica",3,1,13.74,NA,"","Burger2019(Burger,secondary)=13.74 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Marmota vancouverensis",3,1,13.68,NA,"","Burger2019(Burger,secondary)=13.68 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Martes americana",3,1,15.8,NA,"","Burger2019(Burger,secondary)=15.8 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Martes flavigula",3,1,34.12,NA,"","Burger2019(Burger,secondary)=34.12 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Martes martes",3,1,18,NA,"","Burger2019(Burger,secondary)=18 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Martes pennanti",3,1,29,NA,"","Burger2019(Burger,secondary)=29 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Martes zibellina",3,1,18.5,NA,"","Burger2019(Burger,secondary)=18.5 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Massoutiera mzabi",3,1,2.32,NA,"","Burger2019(Burger,secondary)=2.32 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Mastomys natalensis",3,1,0.719,NA,"","Burger2019(Burger,secondary)=0.72 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Maxomys surifer",3,1,2.54,NA,"","Burger2019(Burger,secondary)=2.54 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Maxomys whiteheadi",3,1,1.62,NA,"","Burger2019(Burger,secondary)=1.62 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Mazama americana",3,1,56,NA,"","Burger2019(Burger,secondary)=56 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Megaderma lyra",3,1,0.8935,NA,"","Burger2019(Burger,secondary)=0.89 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Megaderma spasma",3,1,0.667,NA,"","Burger2019(Burger,secondary)=0.67 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Megadontomys thomasi",3,1,1.26,NA,"","Burger2019(Burger,secondary)=1.26 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Megaerops ecaudatus",3,1,0.8223,NA,"","Burger2019(Burger,secondary)=0.82 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Megaerops niphanae",3,1,0.958,NA,"","Burger2019(Burger,secondary)=0.96 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Megaloglossus woermanni",3,1,0.6795,NA,"","Burger2019(Burger,secondary)=0.68 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Megaptera novaeangliae",3,1,6100,NA,"","Burger2019(Burger,secondary)=6100 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Meles meles",3,1,45.5,NA,"","Burger2019(Burger,secondary)=45.5 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Mellivora capensis",3,1,72.97,NA,"","Burger2019(Burger,secondary)=72.97 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Melogale personata",3,1,61.4,NA,"","Burger2019(Burger,secondary)=61.4 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Melomys cervinipes",3,1,1.31,NA,"","Burger2019(Burger,secondary)=1.31 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Melomys rufescens",3,1,1.29,NA,"","Burger2019(Burger,secondary)=1.29 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Melonycteris melanops",3,1,1.288,NA,"","Burger2019(Burger,secondary)=1.29 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Melonycteris woodfordi",3,1,1.0185,NA,"","Burger2019(Burger,secondary)=1.02 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Melopsittacus undulatus",3,1,1.3165,NA,"","Olkowicz2016(Olkowicz,primary)=1.32 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Melursus ursinus",3,1,267,NA,"","Burger2019(Burger,secondary)=267 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Mephitis mephitis",3,1,10.15,NA,"","Burger2019(Burger,secondary)=10.15 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Meriones hurrianae",3,1,0.97,NA,"","Burger2019(Burger,secondary)=0.97 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Meriones unguiculatus",3,1,1.13,NA,"","Burger2019(Burger,secondary)=1.13 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Mesechinus dauuricus",3,1,2.9,NA,"","Burger2019(Burger,secondary)=2.9 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Mesembriomys gouldii",3,1,4.59,NA,"","Burger2019(Burger,secondary)=4.59 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Mesomys hispidus",3,1,2.64,NA,"","Burger2019(Burger,secondary)=2.64 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Mesophylla macconnelli",3,1,0.3445,NA,"","Burger2019(Burger,secondary)=0.34 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Mesoplodon densirostris",3,1,1424.5,NA,"","Burger2019(Burger,secondary)=1424.5 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Mesoplodon europaeus",3,1,2149,NA,"","Burger2019(Burger,secondary)=2149 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Mesoplodon mirus",3,1,2355,NA,"","Burger2019(Burger,secondary)=2355 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Metachirus nudicaudatus",3,1,3.5,NA,"","Burger2019(Burger,secondary)=3.5 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Micaelamys namaquensis",3,1,0.89,NA,"","Burger2019(Burger,secondary)=0.89 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Microcebus rufus",3,1,1.7164,NA,"","Burger2019(Burger,secondary)=1.72 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Microdipodops megacephalus",3,1,0.56,NA,"","Burger2019(Burger,secondary)=0.56 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Microdipodops pallidus",3,1,0.55,NA,"","Burger2019(Burger,secondary)=0.55 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Micromys minutus",3,1,0.29,NA,"","Burger2019(Burger,secondary)=0.29 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Micronycteris megalotis",3,1,0.274,NA,"","Burger2019(Burger,secondary)=0.27 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Micronycteris minuta",3,1,0.286,NA,"","Burger2019(Burger,secondary)=0.29 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Micronycteris schmidtorum",3,1,0.308,NA,"","Burger2019(Burger,secondary)=0.31 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Microperoryctes longicauda",3,1,3.81,NA,"","Burger2019(Burger,secondary)=3.81 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Micropteropus pusillus",3,1,0.82,NA,"","Burger2019(Burger,secondary)=0.82 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Microtus agrestis",3,1,0.74,NA,"","Burger2019(Burger,secondary)=0.74 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Microtus arvalis",3,1,0.55,NA,"","Burger2019(Burger,secondary)=0.55 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Microtus californicus",3,1,0.78,NA,"","Burger2019(Burger,secondary)=0.78 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Microtus guentheri",3,1,0.69,NA,"","Burger2019(Burger,secondary)=0.69 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Microtus longicaudus",3,1,0.7,NA,"","Burger2019(Burger,secondary)=0.7 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Microtus montanus",3,1,0.69,NA,"","Burger2019(Burger,secondary)=0.69 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Microtus ochrogaster",3,1,0.71,NA,"","Burger2019(Burger,secondary)=0.71 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Microtus oregoni",3,1,0.52,NA,"","Burger2019(Burger,secondary)=0.52 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Microtus pennsylvanicus",3,1,0.74,NA,"","Burger2019(Burger,secondary)=0.74 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Microtus townsendii",3,1,0.88,NA,"","Burger2019(Burger,secondary)=0.88 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Mimon crenulatum",3,1,0.3337,NA,"","Burger2019(Burger,secondary)=0.33 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Miniopterus australis",3,1,0.17,NA,"","Burger2019(Burger,secondary)=0.17 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Miniopterus fuscus",3,1,0.265,NA,"","Burger2019(Burger,secondary)=0.26 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Miniopterus inflatus",3,1,0.3265,NA,"","Burger2019(Burger,secondary)=0.33 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Miniopterus magnater",3,1,0.324,NA,"","Burger2019(Burger,secondary)=0.32 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Miniopterus medius",3,1,0.2712,NA,"","Burger2019(Burger,secondary)=0.27 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Miniopterus pusillus",3,1,0.216,NA,"","Burger2019(Burger,secondary)=0.22 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Miniopterus schreibersii",3,1,0.2703,NA,"","Burger2019(Burger,secondary)=0.27 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Miniopterus tristis",3,1,0.333,NA,"","Burger2019(Burger,secondary)=0.33 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Miopithecus ogouensis",3,1,37.351,NA,"","Burger2019(Burger,secondary)=37.35 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Mirounga angustirostris",3,1,670,NA,"","Burger2019(Burger,secondary)=670 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Mirounga leonina",3,1,1205,NA,"","Burger2019(Burger,secondary)=1205 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Mirza coquereli",3,1,5.7959,NA,"","Burger2019(Burger,secondary)=5.8 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Molossops temminckii",3,1,0.181,NA,"","Burger2019(Burger,secondary)=0.18 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Molossus molossus",3,1,0.2847,NA,"","Burger2019(Burger,secondary)=0.28 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Monachus monachus",3,1,480,NA,"","Burger2019(Burger,secondary)=480 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Monachus schauinslandi",3,1,370,NA,"","Burger2019(Burger,secondary)=370 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Monodelphis brevicaudata",3,1,0.9,NA,"","Burger2019(Burger,secondary)=0.9 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Monodelphis domestica",3,1,0.79,NA,"","Nudo1995(Nudo,primary)=0.79 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Monodon monoceros",3,1,2993.7,NA,"","Burger2019(Burger,secondary)=2993.7 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Monophyllus plethodon",3,1,0.4125,NA,"","Burger2019(Burger,secondary)=0.41 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Mops condylurus",3,1,0.4222,NA,"","Burger2019(Burger,secondary)=0.42 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Mops leucostigma",3,1,0.39,NA,"","Burger2019(Burger,secondary)=0.39 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Mops mops",3,1,0.4725,NA,"","Burger2019(Burger,secondary)=0.47 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Mops niveiventer",3,1,0.432,NA,"","Burger2019(Burger,secondary)=0.43 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Mops pumilus",3,1,0.274,NA,"","Burger2019(Burger,secondary)=0.27 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Mormoops megalophylla",3,1,0.4003,NA,"","Burger2019(Burger,secondary)=0.4 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Mormopterus beccarii",3,1,0.233,NA,"","Burger2019(Burger,secondary)=0.23 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Mormopterus jugularis",3,1,0.22,NA,"","Burger2019(Burger,secondary)=0.22 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Moschiola meminna",3,1,16.93,NA,"","Burger2019(Burger,secondary)=16.93 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Muntiacus muntjak",3,1,124.5,NA,"","Burger2019(Burger,secondary)=124.5 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Murexechinus melanurus",3,1,0.65,NA,"","Burger2019(Burger,secondary)=0.65 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Murexia longicaudata",3,1,1.68,NA,"","Burger2019(Burger,secondary)=1.68 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Murina cyclotis",3,1,0.265,NA,"","Burger2019(Burger,secondary)=0.26 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Murina huttoni",3,1,0.258,NA,"","Burger2019(Burger,secondary)=0.26 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Murina tubinaris",3,1,0.217,NA,"","Burger2019(Burger,secondary)=0.22 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Mus booduga",3,1,0.31,NA,"","Burger2019(Burger,secondary)=0.31 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Mus musculoides",3,1,0.96,NA,"","Burger2019(Burger,secondary)=0.96 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Mus platythrix",3,1,0.5,NA,"","Burger2019(Burger,secondary)=0.5 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Mus sp.",3,1,0.5,NA,"","Finlay2006(Finlay,primary)=0.5 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Mustela altaica",3,1,4.48,NA,"","Burger2019(Burger,secondary)=4.48 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Mustela erminea",3,1,4.57,NA,"","Burger2019(Burger,secondary)=4.57 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Mustela frenata",3,1,4,NA,"","Burger2019(Burger,secondary)=4 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Mustela lutreola",3,1,8.5,NA,"","Burger2019(Burger,secondary)=8.5 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Mustela lutreolina",3,1,8.5,NA,"","Burger2019(Burger,secondary)=8.5 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Mustela nigripes",3,1,8.5,NA,"","Burger2019(Burger,secondary)=8.5 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Mustela nivalis",3,1,2,NA,"","Burger2019(Burger,secondary)=2 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Mustela sibirica",3,1,6,NA,"","Burger2019(Burger,secondary)=6 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Mustela vison",3,1,7,NA,"","Burger2019(Burger,secondary)=7 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Mydaus javanensis",3,1,19.49,NA,"","Burger2019(Burger,secondary)=19.49 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Mydaus marchei",3,1,14.87,NA,"","Burger2019(Burger,secondary)=14.87 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Myiopsitta monachus",3,1,3.4204,NA,"","Olkowicz2016(Olkowicz,primary)=3.42 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Myocastor coypus",3,1,17.09,NA,"","Burger2019(Burger,secondary)=17.09 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Myodes gapperi",3,1,0.56,NA,"","Burger2019(Burger,secondary)=0.56 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Myodes glareolus",3,1,0.52,NA,"","Burger2019(Burger,secondary)=0.52 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Myodes rufocanus",3,1,0.61,NA,"","Burger2019(Burger,secondary)=0.61 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Myodes rutilus",3,1,0.56,NA,"","Burger2019(Burger,secondary)=0.56 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Myoictis melas",3,1,2.05,NA,"","Burger2019(Burger,secondary)=2.05 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Myonycteris torquata",3,1,1.1159,NA,"","Burger2019(Burger,secondary)=1.12 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Myopus schisticolor",3,1,0.56,NA,"","Burger2019(Burger,secondary)=0.56 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Myotis adversus",3,1,0.2545,NA,"","Burger2019(Burger,secondary)=0.25 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Myotis albescens",3,1,0.126,NA,"","Burger2019(Burger,secondary)=0.13 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Myotis altarium",3,1,0.24,NA,"","Burger2019(Burger,secondary)=0.24 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Myotis annectans",3,1,0.221,NA,"","Burger2019(Burger,secondary)=0.22 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Myotis bechsteinii",3,1,0.26,NA,"","Burger2019(Burger,secondary)=0.26 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Myotis bocagii",3,1,0.2,NA,"","Burger2019(Burger,secondary)=0.2 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Myotis dasycneme",3,1,0.31,NA,"","Burger2019(Burger,secondary)=0.31 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Myotis daubentonii",3,1,0.23,NA,"","Burger2019(Burger,secondary)=0.23 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Myotis fortidens",3,1,0.1325,NA,"","Burger2019(Burger,secondary)=0.13 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Myotis hasseltii",3,1,0.188,NA,"","Burger2019(Burger,secondary)=0.19 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Myotis horsfieldii",3,1,0.197,NA,"","Burger2019(Burger,secondary)=0.2 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Myotis lucifugus",3,1,0.1613,NA,"","Burger2019(Burger,secondary)=0.16 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Myotis montivagus",3,1,0.17,NA,"","Burger2019(Burger,secondary)=0.17 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Myotis muricola",3,1,0.125,NA,"","Burger2019(Burger,secondary)=0.12 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Myotis myotis",3,1,0.489,NA,"","Burger2019(Burger,secondary)=0.49 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Myotis mystacinus",3,1,0.1572,NA,"","Burger2019(Burger,secondary)=0.16 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Myotis nattereri",3,1,0.22,NA,"","Burger2019(Burger,secondary)=0.22 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Myotis nigricans",3,1,0.127,NA,"","Burger2019(Burger,secondary)=0.13 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Myotis riparius",3,1,0.173,NA,"","Burger2019(Burger,secondary)=0.17 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Myotis siligorensis",3,1,0.103,NA,"","Burger2019(Burger,secondary)=0.1 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Myotis tricolor",3,1,0.259,NA,"","Burger2019(Burger,secondary)=0.26 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Myotis velifer",3,1,0.2,NA,"","Burger2019(Burger,secondary)=0.2 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Myotis yumanensis",3,1,0.13,NA,"","Burger2019(Burger,secondary)=0.13 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Myoxus glis",3,1,1.9,NA,"","Burger2019(Burger,secondary)=1.9 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Myrmecobius fasciatus",3,1,4.25,NA,"","Burger2019(Burger,secondary)=4.25 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Mystromys albicaudatus",3,1,1.39,NA,"","Burger2019(Burger,secondary)=1.39 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Nandinia binotata",3,1,17.3,NA,"","Burger2019(Burger,secondary)=17.3 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Nanger dama",3,1,150,NA,"","Burger2019(Burger,secondary)=150 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Nanger granti",3,1,139,NA,"","Burger2019(Burger,secondary)=139 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Napaeozapus insignis",3,1,0.48,NA,"","Burger2019(Burger,secondary)=0.48 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Nasua narica",3,1,44.17,NA,"","Burger2019(Burger,secondary)=44.17 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Nasua nasua",3,1,37.5,NA,"","Burger2019(Burger,secondary)=37.5 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Natalus tumidirostris",3,1,0.245,NA,"","Burger2019(Burger,secondary)=0.24 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Neofiber alleni",3,1,2.72,NA,"","Burger2019(Burger,secondary)=2.72 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Neophascogale lorentzi",3,1,2.45,NA,"","Burger2019(Burger,secondary)=2.45 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Neophoca cinerea",3,1,388.75,NA,"","Burger2019(Burger,secondary)=388.75 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Neophocaena phocaenoides",3,1,468,NA,"","Burger2019(Burger,secondary)=468 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Neoromicia flavescens",3,1,0.19,NA,"","Burger2019(Burger,secondary)=0.19 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Neoromicia nanus",3,1,0.1,NA,"","Burger2019(Burger,secondary)=0.1 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Neotoma albigula",3,1,2.17,NA,"","Burger2019(Burger,secondary)=2.17 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Neotoma cinerea",3,1,2.65,NA,"","Burger2019(Burger,secondary)=2.65 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
"Neotoma floridana",3,1,3.04,NA,"","Burger2019(Burger,secondary)=3.04 | NANA(NA,NA)=NA | NANA(NA,NA)=NA"
